Jawaban tanpa Punctuation,Manual 1,Manual 2,Manual 3,Rata Manual
volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
memori penyimapan ,0.0,5.0,10.0,5.0
merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
memori jangka pendek ,0.0,10.0,10.0,6.666666666666667
merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
volatile memory adalah memory yang berisi data dan dapat ditulis maupun dihapus kembali ,75.0,60.0,75.0,70.0
volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
volatile bertentangan dengan memori nonvolatile  adalah memori komputer yang membutuhkan kekuatan untuk mempertahankan informasi yang tersimpan mempertahankan isinya sementara bertenaga pada tetapi ketika listrik terganggu data yang disimpan hilang sangat cepat atau segera volatile memiliki beberapa kegunaan misalnya sebagai memori utama  selain biasanya menjadi lebih cepat dari bentuk penyimpanan massal seperti hard disk drive yang  volatilitas dapat melindungi informasi sensitif seperti itu menjadi tidak tersedia pada kekuasaandown sebagian besar tujuan umum randomaccess memory ram adalah stabil ,40.0,60.0,50.0,50.0
merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory contohnya ram ,77.0,85.0,90.0,84.0
memory yang datanya dapat ditulis dan dihapus ,40.0,45.0,50.0,45.0
memori yang datanya sudah diisi oleh pembuat chip memori artinya user meminta kepada pabrik pembuat memori agar diisi sesuai dengan keinginannya ,15.0,25.0,25.0,21.666666666666668
volatile memory merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power dalam kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
