Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,1. Ketuhanan 2. Kemanusiaan 3. Persatuan 4. Kerakyatan 5. Keadilan ,40.0,50.0,50.0,46.666666666666664
siswa_2 ,1. Ketuhanan 2. Keadilan 3. Kemanusiaan 4. Kesejahteraan 5. Persatuan ,40.0,40.0,50.0,43.333333333333336
siswa_3 ,ketuhanan yang maha esa keadilan bagi seluruh rakyat indonesia persatuan indonesia keadilan bagi seluruh rakyat indonesia ,70.0,25.0,25.0,40.0
siswa_4 ,1. Ketuhanan yang maha Esa. 2. Kerakyatan yang adil dan beradab. 3. Persatuan Indonesia. 4. Kesejahteraan yang di pimpim oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan. 5. Keadilan sosial bagi seluruh rakyat Indonesia. ,90.0,90.0,90.0,90.0
siswa_6 ,1. Ketuhanan Yang Maha Esa 2. Kemanusiaan yang adil dan berada 3. Persatuan Indonesia 4. Kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan 5. Keadilan bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
siswa_7 ,"Ketuhanan yang maha esa, Kemanusiaan yang adil dan beradab, Persatuan Indonesia, Kerakyatan yang dipimpin oleh hikmat kebikjasanaan dalam permusyarawatan perwakilan, Keadilan sosial bagi seluruh rakyat Indonesia ",95.0,100.0,100.0,98.33333333333333
siswa_8 ,Ketuhanan Yang Maha Esa. Kemanusiaan yang adil dan beradab. Persatuan Indonesia. Kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan. Keadilan sosial bagi seluruh rakyat indonesia. ,100.0,100.0,100.0,100.0
siswa_9 ,1.Ketuhanan Yang Maha Esa 2.Kemanusiaan yang adil dan beradab. 3.Persatuan Indonesia 4.Kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan 5.Keadilan sosial bagi seluruh rakyat Indonesia. ,90.0,100.0,100.0,96.66666666666667
siswa_10 ,1)ketuhanan yang maha esa 2)kemanusiaan yang adil dan beradap 3)persatuan indonesia 4)kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan 5)keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
siswa_11 ,"1. Ketuhanan Yang Maha Esa, 2. kemanusiaan yang adil dan beradab, 3. persatuan Indonesia, 4. kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan/perwakilan 5. keadilan sosial bagi seluruh rakyat Indonesia ",90.0,100.0,100.0,96.66666666666667
siswa_12 ,"ketuhanan yang maha esa, kemanusiaan yang adil dan beradab, persatuan indonesia, kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan dan keadilan sosial bagi seluruh rakyat indonesia ",100.0,100.0,100.0,100.0
