Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,MEA adalah Masyarakat Ekonomi ASEAN yang memiliki pola mengintegrasikan ekonomi ASEAN dengan cara membentuk sistem perdagangan bebas antara negara-negara ASEAN ,50.0,50.0,50.0,50.0
siswa_2 ,"MEA adalah sebuah agenda integrasi ekonomi negara-negara ASEAN yang bertujuan untuk menghilangkan, jika tidak, meminimalisasi hambatan-hambatan di dalam melakukan kegiatan ekonomi lintas kawasan, misalnya dalam perdagangan barang, jasa, dan investasi. ",78.0,80.0,75.0,77.66666666666667
siswa_3 ,masyarakat ekonomi asean. kegiatan ekonomi yang di prakarsai oleh negara-negara di asia tenggara ,45.0,30.0,50.0,41.666666666666664
siswa_4 ,MEA (Masyarakat Ekonomi Asean) dimana semua pekerjaan di berbagai negara si Asia di buka. ,38.0,30.0,25.0,31.0
siswa_6 ,Masyarakat Ekonomi Asean ,22.0,10.0,10.0,14.0
siswa_7 ,Menjelaskan bahwa MEA mensyaratkan adanya penghapusan aturan-aturan yang sebelumnya menghalangi perekrutan tenaga kerja asing. ,15.0,15.0,10.0,13.333333333333334
siswa_8 ,MEA atau singkatan dari Masyarakat ekonomi asean. bertujuan untuk meminimalisir hambatan dalam melakukan kegiatan ekonomi lintas kawasan. contohnya perdagangan barang atau jasa. ,75.0,80.0,75.0,76.66666666666667
siswa_9 ,MEA adalah bentuk integrasi ekonomi ASEAN dalam artian adanya system perdagaangan bebas antara Negara-negara asean. Indonesia dan sembilan negara anggota ASEAN lainnya telah menyepakati perjanjian Masyarakat Ekonomi ASEAN (MEA) atau ASEAN Economic Community (AEC). ,60.0,80.0,75.0,71.66666666666667
siswa_10 ,MEA adalah Masyarakat Ekonomi Asia dimana seluruh masyarakat Asia bebas memilih pekerjaan dimanapun selama masih dalam ruang lingkup Asia. mereka bebas keluar masuk dari satu negara ke negara lain di Asia ,48.0,70.0,50.0,56.0
siswa_11 ,MEA merupakan singkatan dari Masyarakat Ekonomi ASEAN yang memiliki pola mengintegrasikan ekonomu ASEAN dengan cara membentuk sistem perdagangan bebas atau free trade antara negara-negara anggota ASEAN. Para anggota ASEAN termasuk Indonesia telah menyepakati suatu perjanjian Masyarakat Ekonomi ASEAN tersebut. MEA adalah istilah yang hadir dalam indonesia tapi pada dasarnya MEA itu sama saja dengan AEC atau ASEAN ECONOMIC COMMUNITY. ,58.0,80.0,75.0,71.0
siswa_12 ,"MEA adalah Masyarakat Ekonomi Asean. MEA adalah peraturan yang dibuat untuk membebaskan berbagai keperluan antar negara di asean, misalnya dalam hal perdagangan atau tenaga kerja ",70.0,70.0,75.0,71.66666666666667
