Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,"Negara demokrasi adalah negara pemerintahan dari rakyat, oleh rakyat dan untuk rakyat ",25.0,30.0,25.0,26.666666666666668
siswa_2 ,"Negara demokrasi adalah negara yang berasaskan dari rakyat, oleh rakyat, dan untuk rakyat ",25.0,30.0,25.0,26.666666666666668
siswa_3 ,"negara yang membuat politik sesuai aspirasi masyarakat, demokrasi yang dipilih rakyat dan oleh rakyat ",30.0,30.0,25.0,28.333333333333332
siswa_4 ,"Negara demokrasi menganut kepercayaan ""dari rakyat, oleh rakyat, untuk rakyat"". ",28.0,30.0,25.0,27.666666666666668
siswa_6 ,negara yang memenut hukum yang berlaku ,20.0,20.0,25.0,21.666666666666668
siswa_7 ,Demokrasi merupakan suatu bentuk pemerintahan politik yang kekuasaan pemerintahannya berasal dari rakyat dan untuk rakyat. Baik secara langsung atau yang disebut demokrasi langsung dan melalui perwakilan atau yang disebut demokrasi perwakilan. Istilah ini berasal dari bahasa Yunani d?mokratía “kekuasaan rakyat”. ,40.0,45.0,50.0,45.0
siswa_8 ,"Negara demokrasi adalah negara yang berdasarkan dari, pada dan oleh rakyat. peran rakyat dalam demokrasi mencakup bidang politik, maupun ekonomi ",55.0,50.0,50.0,51.666666666666664
siswa_9 ,"Negara demokrasi adalah negara yang menganut bentuk atau mekanisme sistem pemerintahan dengan mewujudkan kedaulatan rakyat (kekuasaanwarganegara) atas negara untuk dijalankan oleh pemerintah negara tersebut. Salah satu pilar demokrasi adalah prinsip trias politica yang membagi ketiga kekuasaan politik negara (eksekutif, yudikatif dan legislatif) untuk diwujudkan dalam tiga jenis lembaga negara yang saling lepas (independen) dan berada dalam peringkat yg sejajar satu sama lain. Kesejajaran dan independensi ketiga jenis lembaga negara ini diperlukan agar ketiga lembaga negara ini bisa saling mengawasi dan saling mengontrol berdasarkan prinsip checks and balances. ",40.0,50.0,50.0,46.666666666666664
siswa_10 ,negara demokrasi adalah negara yang dari rakyat oleh rakyat untuk rakyat. negara demokratis adalah sebuah negara dimana tidak adanya pilah pilih dalam penegakan hukum dan hak bagi mereka. negara demokratis adalah kebebasan pers dalam mencari berita. negara demokratis adalah hak dari pemilihan umum yang dimiliki semua masyarakat dinegara tersebut ,48.0,45.0,50.0,47.666666666666664
siswa_11 ,"Negara demokrasi adalah negara yang menganut bentuk atau mekanisme sistem pemerintahan dengan mewujudkan kedaulatan rakyat (kekuasaanwarganegara) atas negara untuk dijalankan oleh pemerintah negara tersebut. Salah satu pilar demokrasi adalah prinsip trias politica yang membagi ketiga kekuasaan politik negara (eksekutif, yudikatif dan legislatif) untuk diwujudkan dalam tiga jenis lembaga negara yang saling lepas (independen) dan berada dalam peringkat yg sejajar satu sama lain. ",35.0,45.0,50.0,43.333333333333336
