Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,- Indonesia - Malaysia - Thailand - Filipina - Singapura - Brunei Darussalam - Vietnam - Laos - Timor Leste - Myanmar,90.0,90.0,90.0,90.0
siswa_2 ,10 negara asean 1. Indonesia. 2. Malaysia. 3. Thailand. 4. Myanmar. 5. Kamboja. 6. Filipina. 7. Laos. 8. Singapura. 9. Vietnam. 10. Brunei darussalam. ,80.0,100.0,90.0,90.0
siswa_3 ,"indonesia,malaysia,singapura,brunei,filiphina,kamboja,laos,myamar,timor leste,vietnam ",78.0,90.0,90.0,86.0
siswa_4 ,1. Indonesia. 2. Thailand. 3. Malaysia. 4. Singapore. 5. Vietnam. 6. Philipine. 7. Laos. 8. Kambodia. 9. Brunei Darussalam. 10. Timor Timur. ,70.0,80.0,75.0,75.0
siswa_6 ,"Indonesia , Myanmar , Brunei Darussalam , Singapura , Malaysia ",60.0,50.0,50.0,53.333333333333336
siswa_7 ,- Indonesia. - FILIPHINA - Malaysia - Thailand - Singapura - Brunei - Vietnam - Myanmar - KAMBOJA - Laos,80.0,100.0,90.0,90.0
siswa_8 ,"Indonesia, Malaysia, Thailand, Kamboja, Vietnam, Filiphina, Brunei Darussalam, ",85.0,70.0,75.0,76.66666666666667
siswa_9 ,"indonesia, malaysia, thailand, filipina, singapura, brunei darussalam, vietnam, laos, myanmar (burma), kamboja ",95.0,100.0,90.0,95.0
siswa_10 ,INDONESIA Malaysia Thailand Filipina Singapura Brunei Darussalam Vietnam Laos Myanmar (Burma) Kamboja ,95.0,100.0,90.0,95.0
siswa_11 ,"Brunei Darussalam, negara ini memiliki ibukota di Kota Bandar Seri Begawan. Filipina, negara ini memiliki ibukota di Kota Manila. Kamboja, negara ini memiliki ibukota di Kota Phnom Phen. Laos, negara ini memiliki ibukota di Kota Vientiane. Indonesia, negara ini memiliki ibukota di Kota Jakarta. Malaysia, negara ini memiliki ibukota di Kota Kuala Lumpur. Myanmar, negara ini memiliki ibukota di Kota Naypyidaw. Singapura, negara ini memiliki ibukota di Kota Singapura. Thailand, negara ini memiliki ibukota di Kota Bangkok. Vietnam, negara ini memiliki ibukota di Kota Hanoi. ",50.0,95.0,90.0,78.33333333333333
siswa_12 ,"indonesia, malaysia, filipina, singapura, brunai darussalam, laos, kamboja, thailand, vietnam, myanmar ",100.0,100.0,90.0,96.66666666666667
siswa_16 ,"Singapura,thailand,malaysia,filipina,brunei darussalam,vietnam,laos,burma,kamboja ",90.0,90.0,90.0,90.0
siswa_17 ,"indonesia, brunei, malaysia, laos, kamboja, myanmar, singapura, thailand, philiphina, bangkok. ",80.0,90.0,90.0,86.66666666666667
siswa_18 ,1. Indonesia 2. Vietnam 3. Malaysia 4. Laos 5. Singapura 6. Thailand 7. Philipina 8. Myanmar 9. Brunei Darussallam 10. Timor Leste ,78.0,90.0,90.0,86.0
siswa_19 ,"indoneisa , myanmar , singapura , malaysia, philipina , kamboja , thailand , laos , brunei darussalam , vietnam ",90.0,100.0,90.0,93.33333333333333
siswa_20 ,-Indonesia -Malaysia -Brunei Darusalam -Myanmar -Thailand -Vietnam -Singapura -Piliphina -KAMBOJA,80.0,90.0,90.0,86.66666666666667
siswa_22 ,"Indonesia,Malaysia,Singapura,Philipina,Brunei Darussalam,Thailand,Myanmar,Kamboja,Vietnam,Laos ",90.0,100.0,90.0,93.33333333333333
