Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,Hukum perdata adalah aturan-aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam pergaulan masyarakat maupun pergaulan keluarga. Hukum pidana adalah rangkaian peraturan-peraturan hukum antara orang yang satu dengan orang yang lain dengan menitik beratkan kepada kepentingan perseorangan. ,50.0,49.0,50.0,49.666666666666664
siswa_2 ,"Hukum perdata adlaah ketentuan yang mengatur hak dan kepentingan antara individu dalam masyarakat. Hukum pidana adalah keseluruhan dari peraturan yang menentukan perbuatan apa yang dilarang dan termasuk kedalam tindak pidana, serta menentukan hukuman apa yang dapat dijatuhkan. ",45.0,50.0,50.0,48.333333333333336
siswa_3 ,"hukum perdata hukum yang berdasarkan hukuman secara manusiawi, hukum pidana hukum yang sesuai dengan undang undang ",30.0,40.0,50.0,40.0
siswa_4 ,Hukuman perdana merupakan hukuman bagi pelaku yang dijathui hanya dari catatan kriminalnya. Hukuman pidana merupakan hukuman bagi pelaku yang dijatuhi dengan hukuman penjara. ,20.0,30.0,25.0,25.0
siswa_6 ,hukum yangt tertulis dan tidak tertulis ,25.0,15.0,25.0,21.666666666666668
siswa_7 ,"Hukum Perdata, berdasarkan pendapat para ahli, secara sederhana adalah rangkaian peraturan-peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain, atau antara subyek hukum yang satu dengan subyek hukum yang lain, dengan menitik beratkan pada kepentingan perseorangan, dimana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam usaha untuk memenuhi kebutuhan atau kepentingan hidupnya. Hukum Pidana secara umum adalah keseluruhan aturan hukum yang memuat peraturan – peraturan yang mengandung keharusan, yang tidak boleh dilakukan dan/atau larangan-larangan dengan disertai ancaman atau sanksi berupa penjatuhan pidana bagi barang siapa yang melanggar atau melaksanakan larangan atau ketentuan hukum dimaksud. Sedangkan sanksi yang akan diterima bagi yang melanggarnya sudah ditentukan oleh peraturan perundang-undangan dimaksud. ",75.0,95.0,90.0,86.66666666666667
siswa_8 ,hukum perdata adalah hukum yang mengatur tingkah laku manusia. hukum pidana adalah rangkaian peraturan hukuman seseorang. ,55.0,49.0,50.0,51.333333333333336
siswa_9 ,"Hukum perdata adalah sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu, fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu. Hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan-perbuatan yang dilarang atau tidak boleh dilakukan, dengan adanya ancaman sanksi tertentu. ",80.0,80.0,75.0,78.33333333333333
siswa_10 ,"Hukum perdata ialah aturan-aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam pergaulan masyarakat maupun pergaulan keluarga. Hukum pidana adalah rangkaian peraturan-peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain, atau antara subyek hukum yang satu dengan subyek hukum yang lain, dengan menitik beratkan pada kepentingan perseorangan, dimana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam usaha untuk memenuhi kebutuhan atau kepentingan hidupnya. ",70.0,75.0,75.0,73.33333333333333
siswa_11 ,"Hukum perdata ialah aturan-aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam pergaulan masyarakat maupun pergaulan keluarga. Hukum pidana adalah rangkaian peraturan-peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain, atau antara subyek hukum yang satu dengan subyek hukum yang lain, dengan menitik beratkan pada kepentingan perseorangan, dimana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam usaha untuk memenuhi kebutuhan atau kepentingan hidupnya. ",70.0,75.0,75.0,73.33333333333333
