Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,1. Untuk memperkenalkan nilai-nilai politik 2. Membawa warga Negara agar aktif dalam kegiatan politik 3. Komunikasi Politik 4. Untuk menghimpun aspirasi masyarakat ,35.0,50.0,50.0,45.0
siswa_2 ,1. sebagai sarana komunikasi politik 2. sebagai sarana sosialisasi politik 3. sebagai sarana rekrutmen politik 4. sebagai sarana artikulasi kepentingan 5. Sarana Pengatur Konflik ,45.0,70.0,50.0,55.0
siswa_3 ,"sebagai penyalur aspirasi rakyat, sebagai tempat pel=milihan presiden ",22.0,30.0,25.0,25.666666666666668
siswa_4 ,Untuk mengaspirasikan suara rakyat indonesia. ,18.0,20.0,25.0,21.0
siswa_6 ,"1.Cara untuk memperkenalkan nilai-nilai politik, sikap-sikap dan etika politik yang berlaku atau yang dianut oleh suatu Negara . 2. Parpol juga melayani masyarakat ",30.0,36.0,25.0,30.333333333333332
siswa_7 ,Yang dimaksud fungsi partai politik sebagai sarana komunikasi politik.Partai politik menjalankan tugas menyalurkan berbagai pendapat dan aspirasi masyarakat kepada pemerintah. ,54.0,65.0,50.0,56.333333333333336
siswa_8 ,partai politik berfungsi sebagai sarana menghimpun aspirasi masyarkat.serta sebagai komunikasi terhadap pemerintah ,45.0,50.0,50.0,48.333333333333336
siswa_9 ,"Fungsi partai politik sebagai jembatan merupakan fungsi yang sangat penting, karena di satu pihak kebijaksanaan pemerintah perlu dijelaskan kepada seluruh lapisan masyarakat dan di pihak lain pemerintah harus tanggap terhadap tuntutan masyarakat. ",30.0,38.0,25.0,31.0
siswa_10 ,"fungsi partai dalam politik adalah sebagai wadah dari seorang pejabat untuk mempromosikan dirinya, selain itu tempat dimana untuk mengangkat sipejabat tersebut ",20.0,25.0,25.0,23.333333333333332
siswa_11 ,"fungsi partai politik sebagai wadah bagi masyarakat yang ingin mencalonkan diri sebagai wakil rakyat, dan jika telah terpilih ia akan menjadi wakil dari masyarakat untuk mengutarakan aspirasi yang ada. ",38.0,44.0,50.0,44.0
siswa_12 ,Partai politik merupakan suatu badan yang membantu pencalonan baik kepala pemerintahan maupun dewan. Partai politik ini yang membimbing dan mencalonkan kepala pemerintahan hingga dilantik sesuai dengan keyakinan partai politik tersebut ,28.0,40.0,25.0,31.0
siswa_16 ,"a. pendidikan politik bagi anggota dan masyarakat luas agar menjadi warga negara Indonesia yang sadar akan hak dan kewajibannya dalam kehidupan bermasyarakat, berbangsa, dan bernegara b. penciptaan iklim yang kondusif bagi persatuan dan kesatuan bangsa Indonesia untuk kesejahteraan masyarakat c. penyerap, penghimpun, dan penyalur aspirasi politik masyarakat dalam merumuskan dan menetapkan kebijakan negara; d. partisipasi politik warga negara Indonesia ",43.0,65.0,50.0,52.666666666666664
siswa_17 ,"membantu negara, mengatasi politik dalam negeri, dan menjaga kekuasaan tetap stabil di dalam negeri. ",28.0,35.0,25.0,29.333333333333332
siswa_18 ,fungsi partai politik adalah untuk mengajukan beberapa kandidatnya untuk diajukan kepada pemerintahan yang haqiqi. ,25.0,33.0,25.0,27.666666666666668
siswa_19 ,fungsi paratai politik untuk membantu pemerintahan dalam melakukan tugas-tugasnya ,25.0,30.0,25.0,26.666666666666668
siswa_20 ,mengisi setiap kuota kursi dpr pada pemerintah ,10.0,8.0,10.0,9.333333333333334
siswa_22 ,"-Fungsi Sosialisasi politik, ketika seseorang sudah mampu menilai keputusan dan tindakannya. -Fungsi Mobilisasi politik, adalah Fungsi partai untuk membawa warga Negara kedalam kehidupan publik. -Fungsi Refresentasi politik adalah partai politik yang ikut pemilihan umum dan memenangkan sejumlah suara akan menempatkan wakilnya dalam parlemen. -Fungsi Partisipasi politik adalah dimana tugas partai politik untuk membawa warga Negara agar aktif dalam kegiatan politik.",43.0,70.0,50.0,54.333333333333336
siswa_24 ,"1.pendidikan politik bagi anggota dan masyarakat luas agar mencari warga negara indonesia, 2.menciptakan iklim yang kondusif bagi persatuan dan kesatuan, 3.menyalurkan aspirasi politik dalam masyarakan luas, 4.rekruitmen politik dalam proses pengisian jabatan ",55.0,65.0,50.0,56.666666666666664
siswa_25 ,"fungsi partai politik adalah sebagai stabilisator dalam melaksanakan kepemerintahan, dalam kehidupan berbegara partai politik sangat berperan penting dalam pengambilan keputusan dalam sebuah rapart kenegaraan. partai politik juga menjadi pondasi negara untuk melakukan kegiatan demokrasi , sosial , dan politik di negara tersebut. ",40.0,55.0,50.0,48.333333333333336
siswa_26 ,menyejahterakan masyarakat ,8.0,10.0,10.0,9.333333333333334
siswa_27 ,"Peran sebagai mediator antara konstituennya ( masyarakat pada umnya) untuk menyalurkan aspirasi mereka kepada suprastruktur politik. Peran ini dilakukan melalui tindakan aktualisasi, yakni mengemas aspirasi tersebut secara nyata, menyatakannya diharpkan dapat membuat kebijakan-kebijakan yang sesuai dengan aspirasi masyarakat tersebut. Bentuk peran tersebut dapat saja dengan mengaktifkan fungsi-fungsi tersebut di atas secara nyata ( aksinya), seperti aksi-aksi partisipasi politik yang beraneka ragam dimensi dan intensitansya, kegiatan komunikasi politik, kampanye menjelang pemilu, dll. Atas dasar keterkaitan antara fungsi dan peran tersebutlah, banyak pendapat yang tidak membedakan antara peran dan fungsi parpol, tetapi menyatukannya sebagai rangkaian yang tidak terpisahkan satu dengan yang lain. ",35.0,60.0,50.0,48.333333333333336
siswa_28 ,"Sebagai jembatan merupakan fungsi yang sangat penting, karena di satu pihak kebijaksanaan pemerintah perlu dijelaskan kepada seluruh lapisan masyarakat dan di pihak lain pemerintah harus tanggap terhadap tuntutan masyarakat. Sebagai media atau perantara antara rakyat dengan pemerintah. Fungsi tersebut dilaksanakan dengan mendengarkan, menggabungkan, dan merumuskan aspirasi yang berasal dari masyarakat, lalu dituangkan dalam bentuk program partai. Perumusan dalam bentuk program tersebut mencerminkan inti dari aspirasi yang berasal dari masyarakat untuk diperjuangkan dalam proses pembuatan kebijaksanaan umum. Apabila fungsi ini tidak dapat terlaksana, maka akibatnya aspirasi dan kepentingan masyarakat akan hilang, atau bahkan dapat memunculkan konflik kepentingan antara masyarakat dengan pemerintah. Dengan demikian, partai politik menjadi penyalur aspirasi yang datang dari bawah (masyarakat). ",40.0,58.0,50.0,49.333333333333336
siswa_33 ,Partai Politik merupakan suatu organisasi yang mengusung calon wakil rakyat dari partai masing-masing ,20.0,20.0,25.0,21.666666666666668
siswa_34 ,"Fungsi partai politik dalam pemerintahan adalah untuk mempermudah jalannya pemerintahan dimana dengan adanya partai politik diharapkan jika terjadi perbedaan pendapat antara perwakilan dari masing-masing partai politik, akan lebih mudah untuk mengenalinya sesuai dengan tujuan, misi, dan visi dari masing-masing partai politik. ",35.0,48.0,50.0,44.333333333333336
siswa_35 ,"Menurut saya, fungsi dari partai politik sebagai suatu perwakilan rakyat dan pelaksana dari tugas tugas dari pemerintahan didalam pemerintahan dalam konteks keuasaan pemerintahan partai politik sebagai pendukung pemerintahan yang sedang berlangsung. Sehingga partai politik yang tidak cuma terdiri dari satu partai politik namun beberapa partai memiliki hak dan kewajiban dalam suatu pemerintahan dan pendukung pemerintahan tersebut. ",30.0,45.0,50.0,41.666666666666664
siswa_36 ,bertanggung jawab mengelola dan menyejahterakan masyarakat. ,10.0,10.0,10.0,10.0
siswa_37 ,"partai politik yang terpilih melalui pemilu, bertanggung jawab mengelola dan menyejahterakan semua golongan masyarakat dan menjaga tatanan aparatur negara sesuai perundang-undangan yang berlaku. ",23.0,30.0,25.0,26.0
siswa_38 ,"Tidak ada fungsinya, karena asal orang bekerja dengan jujur pasti fungsi negara akan berjalan dengan baik. ",10.0,5.0,10.0,8.333333333333334
siswa_39 ,"Partai Politik ialah suatu organisasi ketatanegaraan, mengenai pemerintahan. Partai Politik juga sebagai sarana untuk menampung aspirasi rakyat, meanmpung segala permasalahan negeri. Juga sebagai sarana seseorang yang ingin menjadi wakil rakyat. ",40.0,45.0,50.0,45.0
siswa_40 ,- untuk mencari calon pemimpin yang berkualitas,5.0,5.0,10.0,6.666666666666667
siswa_41 ,Untuk mencari dan mempertahankan kekuasaan guna melaksanakan atau mewujudkan program - program yang telah mereka susun sesuai dengan ideologi tertentu. ,28.0,34.0,25.0,29.0
siswa_42 ,Fungsi partai politik yang berkaitan dengan kekuasaan pemerintahan adalah untuk mengatur kekuasaan pemerintahan. ,35.0,40.0,50.0,41.666666666666664
siswa_43 ,1. Politik sebagai jembatan antara masyarakat dengan pemerintah 2. Politik sebagai penampung aspirasai masyarakat ,38.0,45.0,50.0,44.333333333333336
siswa_44 ,Fungsi partai politik adalah sebagai awal dari penjembatan masyarakat terhadap pemerintah. Dimana anggota partai politik yang berasal dari masyarakat dikader sebagai calon dari pemimpin negara yang berkedudukan di pemerintahan baik itu di pusat maupun di daerah. Politik juga berfungsi sebagai taktik untuk mengatur masyarakat yang ada dalam pemerintahan tersebut. ,44.0,55.0,50.0,49.666666666666664
siswa_45 ,"Partai politik antara lain berfungsi sebagai sarana pendidikan politik bagi anggota dan masyarakat luas, penciptaan suasana yang kondusif bagi persatuan dan kesatuan bangsa Indonesia untuk kesejahteraan masyarakat, sarana partisipasi politik warga negara Indonesia, rekrutmen politik dalam proses pengisian jabatan politik melalui mekanisme demokrasi dengan memperhatikan kesetaraan dan keadilan gender. ",36.0,50.0,50.0,45.333333333333336
siswa_46 ,partai politik berfungsi sebagai sarana politik bagi masyarakat dan bagi anggotanya. juga mewakili suara masyarakat ke pemerintahan. partai politik juga akan membuat negara lebih baik karena akan membuat solusi dari permasalahan negara. ,30.0,40.0,50.0,40.0
siswa_47 ,Sarana bagi masyarakat untuk ikut membangun negara melalui pemerintahan untuk lebih baik. :* ,18.0,25.0,25.0,22.666666666666668
siswa_48 ,partai politik adalah organisasi yang bersifat nasional dab dibentuk oleh sekelompok warga indonesia secara sukarela atas dasar kesamaan kehendak dan cita - cita negara ,25.0,33.0,25.0,27.666666666666668
siswa_49 ,partai politik sebagai sarana komunikasi politik adalah partai politik menjalankan tugas menyalurkan berbagai pendapat dan aspirasi masyarakat kepada pemerintah. dengan mengumpulkan samua pendapat maupun aspirasi-aspirasi masyarakat dan diseleksi untuk diserahkan kepada pemerintah. ,42.0,56.0,50.0,49.333333333333336
siswa_50 ,"Partai politik sebagai lahan mencari kekuasaan. Terkadang juga digunakan untuk memperkaya dirinya sendiri. Partai politik hanya sekitar 40% yang memang serius ingin mensejahterakan masyarakat tetapi jika sudah berhasil, para politikus sudah lupa akan janji yang sudah mereka berikan kepada masyarakat. ",48.0,67.0,50.0,55.0
siswa_51 ,fungsi partai politik adalah sebagai pendukung pemerintah dalam menangani semua masalah negara ,30.0,36.0,25.0,30.333333333333332
siswa_52 ,Fungsi dari partai politik itu dalam kekuasaan pemerintahan untuk mengatur suatu negara menjadi lebih baik dari masa kemasa sehingga menajdi negara yang maju ,39.0,44.0,50.0,44.333333333333336
siswa_53 ,Untuk berkumpulnya anggota ploitik ,5.0,5.0,10.0,6.666666666666667
siswa_54 ,Partai politik berfungsi sebagai media pendukung maupun jembatan antara pemerintahan dengan rakyat. ,20.0,20.0,25.0,21.666666666666668
