Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_2 ,1 Memperhatikan uang di dompet 2 Membeli barang secukupnya 3 Mencatat barang-barang yang mau di beli 4 Membeli barang yang harga murah 5 Menuju tempat penjual yang dekat 6 Menghindari tempat yang rame ,30.0,35.0,25.0,30.0
siswa_3 ,1. beli yang anda butuhkan dan bukan yang anda inginkan. 2. berfikir dengan bijak. 3. menyiapkan anggaran untuk belanja. 4. tidak membeli barang yang sama. 5. mencari harga yang sesuai dengan kondisi barang 6. mencatat barang yang akan dibeli ,45.0,55.0,50.0,50.0
siswa_4 ,1. Mencatat list barang yang akan di beli. 2. Mempersiapkan budget. 3. Pilih departement store dengan harga yang paling murah. 4. Sesuaikan belanjaan dengan dengan kebutuhan. 5. Jika bisa belanjalah dengan orang lain. 6. Siapkan uang ekstra jika ada kebutuhan di luar dugaan. ,40.0,50.0,50.0,46.666666666666664
siswa_6 ,"membeli secukupnya, ke tempat yang murah, membuat daftar belanjaan, mengajak orang bijak, selalu hidup irit, melihat lurus ",30.0,25.0,25.0,26.666666666666668
siswa_7 ,mencari departement store yang sedang mengadakan diskon. belanja ketika benar-benar membutuhkan barang yang akan dibeli. belanja ke tempat yang murah dengan kualitas yang bagus. tidak berbelanja barang- barang yang tidak dibutuhkan. mengutamakan kebutuhan dibandingkan keinginan dalam berbelanja. tidak mudah tergoda dengan aneka barang yang tidak dibutuhkan. ,60.0,45.0,50.0,51.666666666666664
siswa_8 ,"jangan terlalu menghabiskan uang untuk satu barang,belanjalah jika ada banyak diskon,belanja seperlunya dan direncanakan ingin belanja apa saja,hemat,jangan belanja tergantung pada satu toko saja. ",35.0,30.0,25.0,30.0
siswa_9 ,"jangan terlalu menghabiskan uang untuk satu barang,belanjalah jika ada banyak diskon,belanja seperlunya dan direncanakan ingin belanja apa saja,hemat,jangan belanja tergantung pada satu toko saja. ",35.0,30.0,25.0,30.0
siswa_10 ,"belanja saat perut kenyang, membawa daftar belanja, membeli berdasarkan kebutuhan, membeli dengan harga murah dan berkualitas, membawa kantong plastik, belanja tidak berdasar nafsu pribadi ",40.0,35.0,50.0,41.666666666666664
siswa_11 ,"membawa daftar belanjaan, belanja saat perut kenyang, belanja saat banyak diskon, pilih mall yang dijamin tidak terlalu mahal, berusaha untuk tidak lapar mata, dan belanja dengan orang yang hemat. ",38.0,35.0,25.0,32.666666666666664
siswa_12 ,"1.Buatlah list barang apa saja yang harus Anda beli. Letakkan daftar barang yang paling primer (paling Anda butuhkan) hingga kebutuhan sekunder di paling bawah. 2.Kalau Anda sudah memiliki anak, utamakan kebutuhan anak Anda terlebih dahulu. Terlebih susu dan popok bayi kalau buah hati Anda masih kecil. 3.Bandingkan dulu komposisi, kualitas, dan kuantitas barang sebelum Anda beli. Tidak perlu malu untuk menghabiskan beberapa detik di rak untuk membandingkan. Jangan mudah tergiur barang-barang diskon. Hitunglah keuangan Anda dengan teliti dan sesuaikan dengan kebutuhan Anda. Kalau 4.Anda masih punya stok barang tersebut di rumah, dan harga barang tersebut sangat miring, tempatkan barang tersebut di list belanja paling akhir. Kalau memang Anda memiliki budget lebih, ya ambil saja barang tersebut Ladies. 5.Pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran. Pilihlah sesuai usia pemakaian barang. Dengan begini Anda tidak perlu membeli barang kebutuhan dalam jumlah besar namun ternyata mubazir karena tak terpakai. 6.Selalu bawa catatan dan bolpen di samping Anda, dengan begini Anda bisa memberi harga pada setiap barang yang ANda beli. Cara ini bisa digunakan untuk menghindari kecurangan toko dan Anda pun dapat memperkirakan budget yang harus Anda keluarkan. ",88.0,95.0,90.0,91.0
