Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_2 ,Gaya hidup hedonism adalah gaya hidup yang sampai sekarang saya juga tidak tahu penjelasannya ,15.0,5.0,10.0,10.0
siswa_3 ,gaya hidup yang boros dan mengikuti trend yang sedang naik ,19.0,25.0,25.0,23.0
siswa_4 ,"Hidup yang selalu mengikuti trand jaman dari yang positif hingga negatif. Baik dari fashion, teknologi, budaya, dan lain-lain. ",22.0,25.0,25.0,24.0
siswa_6 ,gaya hidup dengan penuh aksi yang heroik ,12.0,5.0,10.0,9.0
siswa_7 ,Gaya hidup hedonism adalah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan. ,35.0,20.0,25.0,26.666666666666668
siswa_8 ,gaya hedonism adalah gaya hidup yang tidak terlalu diperlihatkan dan santai ,10.0,5.0,10.0,8.333333333333334
siswa_9 ,gaya hedonism adalah gaya hidup yang tidak terlalu diperlihatkan dan santai ,10.0,5.0,10.0,8.333333333333334
siswa_10 ,gaya hidup manusia yang tidak berlebihan ,8.0,5.0,10.0,7.666666666666667
siswa_11 ,gaya hidup yang berlebih-lebihan ,8.0,5.0,10.0,7.666666666666667
siswa_12 ,"Hedonisme adalah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.[1] Hedonisme merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusia.[2] Terdapat tiga aliran pemikiran dalam hedonis yakni Cyrenaics, Epikureanisme, dan Utilitarianisme ",60.0,45.0,50.0,51.666666666666664
siswa_13 ,gaya hidup yang tetap ,8.0,5.0,10.0,7.666666666666667
siswa_14 ,gaya hidup hedonism adalah gaya hidup monoton ,12.0,8.0,10.0,10.0
siswa_16 ,"Gaya hidup hedonism adalah sebuah pandangan hidup jika kita harus selalu bahagia, dengan mencari bahagia sebanyak banyaknya ",30.0,20.0,25.0,25.0
siswa_17 ,tidak tahu ,0.0,0.0,0.0,1.0
siswa_18 ,gaya hidup yang seenaknya sendiri ,10.0,10.0,10.0,10.0
siswa_19 ,gaya hidup yang berlebihan ,10.0,10.0,10.0,10.0
siswa_20 ,"gaya hidup yang berlebihan, tidak sesuai apa yang dia punya ",11.0,10.0,10.0,10.333333333333334
siswa_21 ,maaf saya tidak tahu hehehehe ,0.0,0.0,0.0,1.0
siswa_22 ,"Gaya hidup yang mengedepanka perliaku berlebihan yang dicirikan dengan perilaku suka menghamburkan uang seperti dengan belanja,foya foya ",25.0,20.0,25.0,23.333333333333332
siswa_23 ,gaya hidup yang serba mewah ,18.0,20.0,25.0,21.0
siswa_24 ,gaya hidup jaman anak sekarang dengan menghambur-hamburkan uang demi dipandang orang terkaya ,22.0,25.0,25.0,24.0
siswa_25 ,gaya hidup untuk mencari kesenangan pada diri sendiri ,24.0,23.0,25.0,24.0
siswa_26 ,saya tidak tahu ,0.0,0.0,0.0,1.0
siswa_31 ,gaya hidup sering keluar malam2 ,17.0,15.0,10.0,14.0
siswa_28 ,pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan. Hedonisme merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusia. ,40.0,30.0,50.0,40.0
siswa_33 ,Pandangan hidup yang menganggap bahwa orang akan bahagia dengan mencari kebahagiaan sebanyak-banyaknya dan menghindari perasaan-perasaan khawatir ,30.0,20.0,25.0,25.0
siswa_34 ,Gaya hidup hedonism adalah gaya hidup yang lebih mengedepankan kebutuhan untuk bersenang-senang. ,25.0,20.0,25.0,23.333333333333332
siswa_35 ,"saya kurang mengerti gaya hidup ini, gaya hidup yang modern barangkali ",10.0,5.0,10.0,8.333333333333334
siswa_36 ,hedonism adalah pandangan bahwa kesenangan merupakan tujuan hidup dan tindakan manusia ,22.0,20.0,25.0,22.333333333333332
siswa_37 ,"hedonism adalah gaya hidup yang mementingkan dunia, bermewah mewahan, glamour karena memiliki pandangan bahwa kenikmatan dan kesenangan adalah tujuan hidup. ",40.0,30.0,50.0,40.0
siswa_38 ,Hedonism adalah gaya hidup yang sulit dimengerti oleh orang seperti saya. ,12.0,5.0,10.0,9.0
siswa_39 ,"gaya hidup mewah , gaya hidup yang berlebihan, tak sesuai dengan pendapatan. ",28.0,25.0,25.0,26.0
siswa_40 ,pandangan hidup yang menggangap bahwa orang akan menjadi bahagia dengan mencari kebahagian sebanyak mungkin ,37.0,40.0,50.0,42.333333333333336
siswa_41 ,pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan - perasaan yang menyakitkan. ,42.0,45.0,50.0,45.666666666666664
siswa_42 ,Gaya hidup hedonism adalah gaya hidup yang mengikuti gaya hidup orang barat. ,37.0,20.0,25.0,27.333333333333332
siswa_43 ,"gaya hidup yang mengedepankan kemewahan, mengambur-hamburkan uang ",30.0,30.0,25.0,28.333333333333332
siswa_44 ,Hedonisme adalah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan. Hedonisme merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusia. ,40.0,45.0,50.0,45.0
siswa_45 ,"gaya hidup hedonisme adalah gaya hidup yang menggangap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.Gaya hidup Hedonisme juga merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusiaini memiliki tiga aliran pemikiran dalam hedonis yakni Cyrenaics, Epikureanisme, dan Utilitarianisme. ",45.0,60.0,50.0,51.666666666666664
siswa_46 ,Hedonism adalah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan. ,42.0,55.0,50.0,49.0
siswa_47 ,"Hedonisme adalah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.[1] Hedonisme merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusia.[2] Terdapat tiga aliran pemikiran dalam hedonis yakni Cyrenaics, Epikureanisme, dan Utilitarianisme. ",43.0,65.0,50.0,52.666666666666664
siswa_48 ,pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan ,39.0,45.0,50.0,44.666666666666664
siswa_49 ,pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan. ,42.0,35.0,50.0,42.333333333333336
siswa_50 ,Hedonisme merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusia ,37.0,30.0,25.0,30.666666666666668
siswa_51 ,hedonisme adalah doktrin yang menyatakan bahwa kesenangan adalah hal yang paling penting dalam hidup. Atau hedonisme adalah paham yang dianut oleh orang-orang yang mencari kesenangan hidup semata-mata ,43.0,40.0,50.0,44.333333333333336
siswa_52 ,Pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin. ,34.0,35.0,25.0,31.333333333333332
siswa_53 ,hedonism adalah gaya hidup yang berlebih-lebihan atau selalu merasa kurang atau tidak sempurna atau tidak puas atau jelek ,30.0,30.0,25.0,28.333333333333332
siswa_54 ,Gaya hidup dengan mempertimbangkan aspek kesehatan. ,14.0,5.0,10.0,9.666666666666666
siswa_55 ,gaya hidup yang mementingkan kesehatan ,14.0,5.0,10.0,9.666666666666666
siswa_56 ,Hedonisme adalah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan ,38.0,40.0,50.0,42.666666666666664
siswa_57 ,gaya hedonism adalah pandangan hidup yang menganggap bahwa kesenangan dan kenikmatan materi adalah tujuan utama hidup ,40.0,35.0,50.0,41.666666666666664
siswa_58 ,gaya hidup hedonism adalah pandangan hidup yang menganggap bahwa kesenangan dan kenikmatan materi adalah tujuan utama hidup ,37.0,35.0,50.0,40.666666666666664
siswa_59 ,pandangan hidup yang menganggap kesenangan dan kenikmatan hidup sebagai tujuan hidup ,28.0,30.0,25.0,27.666666666666668
siswa_60 ,gaya hidup dengan menuhankan uang ,12.0,15.0,10.0,12.333333333333334
siswa_61 ,"pandangan hidup yang menganggap bahwa kesenangan dan kenikmatan materi adalah tujuan utama hidup. Bagi para penganut paham ini, bersenang-senang, pesta-pora, dan pelesiran merupakan tujuan utama hidup, entah itu menyenangkan bagi orang lain atau tidak. ",50.0,40.0,50.0,46.666666666666664
siswa_62 ,Hedonisme adalah pandangan hidup yang menganggap menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan. ,42.0,32.0,25.0,33.0
siswa_63 ,gaya hidup dengan cara bermewah mewahan ,14.0,25.0,25.0,21.333333333333332
siswa_64 ,gaya hudup yang bermewah-mewahan dan menghamburkan uang ,20.0,25.0,25.0,23.333333333333332
siswa_65,Gaya berjiwa hedonism ialah daya hidup yang sampai sekarang saya juga tidak tahu penjelasannya,15.0,5.0,10.0,10.0
siswa_66,Gaya berjiwa hedonism ialah gaya hidup yang sampai sekarang saya juga tidak tahu penjelasannya,15.0,5.0,10.0,10.0
siswa_67,Gaya berjiwa hedonism adalah daya hidup yang sampai sekarang saya juga tidak tahu penjelasannya,15.0,5.0,10.0,10.0
siswa_68,Gaya berjiwa hedonism adalah gaya hidup yang sampai sekarang saya juga tidak tahu penjelasannya,15.0,5.0,10.0,10.0
siswa_69,Gaya hidup hedonism ialah daya hidup yang sampai sekarang saya juga tidak tahu penjelasannya,15.0,5.0,10.0,10.0
siswa_70,Gaya hidup hedonism ialah gaya hidup yang sampai sekarang saya juga tidak tahu penjelasannya,15.0,5.0,10.0,10.0
siswa_71,Gaya hidup hedonism adalah daya hidup yang sampai sekarang saya juga tidak tahu penjelasannya,15.0,5.0,10.0,10.0
siswa_72,daya berjiwa nan abur bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_73,daya berjiwa nan abur dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_74,daya berjiwa nan boros bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_75,daya berjiwa nan boros dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_76,daya berjiwa yang abur bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_77,daya berjiwa yang abur dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_78,daya berjiwa yang boros bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_79,daya berjiwa yang boros dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_80,daya hidup nan abur bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_81,daya hidup nan abur dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_82,daya hidup nan boros bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_83,daya hidup nan boros dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_84,daya hidup yang abur bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_85,daya hidup yang abur dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_86,daya hidup yang boros bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_87,daya hidup yang boros dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_88,gaya berjiwa nan abur bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_89,gaya berjiwa nan abur dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_90,gaya berjiwa nan boros bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_91,gaya berjiwa nan boros dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_92,gaya berjiwa yang abur bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_93,gaya berjiwa yang abur dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_94,gaya berjiwa yang boros bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_95,gaya berjiwa yang boros dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_96,gaya hidup nan abur bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_97,gaya hidup nan abur dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_98,gaya hidup nan boros bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_99,gaya hidup nan boros dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_100,gaya hidup yang abur bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_101,gaya hidup yang abur dan mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_102,gaya hidup yang boros bersama mengikuti trend yang sedang naik,19.0,25.0,25.0,23.0
siswa_103,"Hidup nan berkelaluan membayangi  trand jaman dari yang positif hingga negatif. Baik dari fashion, teknologi, budaya, dan lain-lain.",22.0,25.0,25.0,24.0
siswa_104,"Hidup nan berkelaluan mengikuti trand jaman dari yang positif hingga negatif. Baik dari fashion, teknologi, budaya, dan lain-lain.",22.0,25.0,25.0,24.0
siswa_105,"Hidup nan selalu membayangi  trand jaman dari yang positif hingga negatif. Baik dari fashion, teknologi, budaya, dan lain-lain.",22.0,25.0,25.0,24.0
siswa_106,"Hidup nan selalu mengikuti trand jaman dari yang positif hingga negatif. Baik dari fashion, teknologi, budaya, dan lain-lain.",22.0,25.0,25.0,24.0
siswa_107,"Hidup yang berkelaluan membayangi  trand jaman dari yang positif hingga negatif. Baik dari fashion, teknologi, budaya, dan lain-lain.",22.0,25.0,25.0,24.0
siswa_108,"Hidup yang berkelaluan mengikuti trand jaman dari yang positif hingga negatif. Baik dari fashion, teknologi, budaya, dan lain-lain.",22.0,25.0,25.0,24.0
siswa_109,"Hidup yang selalu membayangi  trand jaman dari yang positif hingga negatif. Baik dari fashion, teknologi, budaya, dan lain-lain.",22.0,25.0,25.0,24.0
siswa_110,daya berjiwa cak atas asak aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_111,daya berjiwa cak atas asak aksi yang heroik,12.0,5.0,10.0,9.0
siswa_112,daya berjiwa cak atas penuh aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_113,daya berjiwa cak atas penuh aksi yang heroik,12.0,5.0,10.0,9.0
siswa_114,daya berjiwa dengan asak aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_115,daya berjiwa dengan asak aksi yang heroik,12.0,5.0,10.0,9.0
siswa_116,daya berjiwa dengan penuh aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_117,daya berjiwa dengan penuh aksi yang heroik,12.0,5.0,10.0,9.0
siswa_118,daya hidup cak atas asak aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_119,daya hidup cak atas asak aksi yang heroik,12.0,5.0,10.0,9.0
siswa_120,daya hidup cak atas penuh aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_121,daya hidup cak atas penuh aksi yang heroik,12.0,5.0,10.0,9.0
siswa_122,daya hidup dengan asak aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_123,daya hidup dengan asak aksi yang heroik,12.0,5.0,10.0,9.0
siswa_124,daya hidup dengan penuh aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_125,daya hidup dengan penuh aksi yang heroik,12.0,5.0,10.0,9.0
siswa_126,gaya berjiwa cak atas asak aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_127,gaya berjiwa cak atas asak aksi yang heroik,12.0,5.0,10.0,9.0
siswa_128,gaya berjiwa cak atas penuh aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_129,gaya berjiwa cak atas penuh aksi yang heroik,12.0,5.0,10.0,9.0
siswa_130,gaya berjiwa dengan asak aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_131,gaya berjiwa dengan asak aksi yang heroik,12.0,5.0,10.0,9.0
siswa_132,gaya berjiwa dengan penuh aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_133,gaya berjiwa dengan penuh aksi yang heroik,12.0,5.0,10.0,9.0
siswa_134,gaya hidup cak atas asak aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_135,gaya hidup cak atas asak aksi yang heroik,12.0,5.0,10.0,9.0
siswa_136,gaya hidup cak atas penuh aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_137,gaya hidup cak atas penuh aksi yang heroik,12.0,5.0,10.0,9.0
siswa_138,gaya hidup dengan asak aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_139,gaya hidup dengan asak aksi yang heroik,12.0,5.0,10.0,9.0
siswa_140,gaya hidup dengan penuh aktivitas yang heroik,12.0,5.0,10.0,9.0
siswa_141,Gaya berjiwa hedonism ialah amatan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.,35.0,20.0,25.0,26.666666666666668
siswa_142,Gaya berjiwa hedonism ialah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.,35.0,20.0,25.0,26.666666666666668
siswa_143,Gaya berjiwa hedonism adalah amatan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.,35.0,20.0,25.0,26.666666666666668
siswa_144,Gaya berjiwa hedonism adalah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.,35.0,20.0,25.0,26.666666666666668
siswa_145,Gaya hidup hedonism ialah amatan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.,35.0,20.0,25.0,26.666666666666668
siswa_146,Gaya hidup hedonism ialah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.,35.0,20.0,25.0,26.666666666666668
siswa_147,Gaya hidup hedonism adalah amatan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.,35.0,20.0,25.0,26.666666666666668
siswa_148,daya hedonism ialah daya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_149,daya hedonism ialah daya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_150,daya hedonism ialah gaya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_151,daya hedonism ialah gaya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_152,daya hedonism adalah daya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_153,daya hedonism adalah daya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_154,daya hedonism adalah gaya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_155,daya hedonism adalah gaya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_156,gaya hedonism ialah daya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_157,gaya hedonism ialah daya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_158,gaya hedonism ialah gaya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_159,gaya hedonism ialah gaya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_160,gaya hedonism adalah daya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_161,gaya hedonism adalah daya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_162,gaya hedonism adalah gaya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_163,daya hedonism ialah daya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_164,daya hedonism ialah daya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_165,daya hedonism ialah gaya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_166,daya hedonism ialah gaya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_167,daya hedonism adalah daya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_168,daya hedonism adalah daya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_169,daya hedonism adalah gaya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_170,daya hedonism adalah gaya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_171,gaya hedonism ialah daya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_172,gaya hedonism ialah daya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_173,gaya hedonism ialah gaya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_174,gaya hedonism ialah gaya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_175,gaya hedonism adalah daya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_176,gaya hedonism adalah daya hidup yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_177,gaya hedonism adalah gaya berjiwa yang tidak terlalu diperlihatkan dan santai,10.0,5.0,10.0,8.333333333333334
siswa_178,daya berjiwa anak Adam nan bukan berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_179,daya berjiwa anak Adam nan tidak berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_180,daya berjiwa anak Adam yang bukan berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_181,daya berjiwa anak Adam yang tidak berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_182,daya berjiwa manusia nan bukan berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_183,daya berjiwa manusia nan tidak berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_184,daya berjiwa manusia yang bukan berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_185,daya berjiwa manusia yang tidak berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_186,daya hidup anak Adam nan bukan berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_187,daya hidup anak Adam nan tidak berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_188,daya hidup anak Adam yang bukan berlebihan,8.0,5.0,10.0,7.666666666666667
siswa_189,daya hidup anak Adam yang tidak berlebihan,8.0,5.0,10.0,7.666666666666667
