Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_2 ,Candi borobudur terletak di jawa tengah ,15.0,15.0,10.0,13.333333333333334
siswa_3 ,candi borubudur masuk ke dalam 7 keajaiban dunia ,12.0,5.0,10.0,9.0
siswa_4 ,"Candi Borobudur merupakan candi terbesar di Indonesia. Terletak di Magelang, Jawa Tengah. ",25.0,19.0,25.0,23.0
siswa_6 ,"Candi Borobudur adalah candi termegah dan terbesar di indonesia yang memiliki 1000 buah candi. merupakan salah satu keajaiban dunia sebagai candi terbesar didunia. terletak di Jogjakarta, Indonesia. ",10.0,15.0,10.0,11.666666666666666
siswa_7 ,"Candi Borobudur adalah candi termegah dan terbesar di indonesia yang memiliki 1000 buah candi. merupakan salah satu keajaiban dunia sebagai candi terbesar didunia. terletak di Jogjakarta, Indonesia. ",19.0,15.0,25.0,19.666666666666668
siswa_8 ,"candi borobudur merupakan keajaiban di Indonesia, dibangun oleh lelembut ",15.0,5.0,10.0,10.0
siswa_9 ,"candi borobudur merupakan keajaiban di Indonesia, dibangun oleh lelembut ",15.0,5.0,10.0,10.0
siswa_10 ,candi yang dibuat di yogyakarta oleh masyarakat hindhu untuk memuja buddha ,20.0,18.0,25.0,21.0
siswa_11 ,cagar budaya yang dibangun oleh umat hindhu di Indonesia ,15.0,25.0,25.0,21.666666666666668
siswa_12 ,"Borobudur adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia. Lokasi candi adalah kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta. Candi berbentuk stupa ini didirikan oleh para penganut agama Buddha Mahayana sekitar tahun 800-an Masehi pada masa pemerintahan wangsa Syailendra. Borobudur adalah candi atau kuil Buddha terbesar di dunia,[1][2] sekaligus salah satu monumen Buddha terbesar di dunia. ",92.0,85.0,90.0,89.0
siswa_13 ,berada di kota jogja ,8.0,10.0,10.0,9.333333333333334
siswa_14 ,"dibuat saat masa syailendra, salah satu keajaiban dunia ",12.0,15.0,10.0,12.333333333333334
siswa_16 ,Sejarah Candi Borobudur adalah sebuah candi yang berada di Daerah Istimewa Yogyakarta Jawa Tengah ,18.0,14.0,25.0,19.0
siswa_17 ,tidak tahu ,0.0,0.0,0.0,1.0
siswa_18 ,menjaga hewan dan cagar alam agar tidak punah ,3.0,0.0,0.0,1.0
siswa_19 ,tujuh keajaiban dunian yang berada di indonesia ,8.0,5.0,10.0,7.666666666666667
siswa_20 ,salah satu candi terbesar di Indonesia yang menjadi salah satu keajaiban dunia ,12.0,7.0,10.0,9.666666666666666
siswa_21 ,candi borobudor adalah salah satu peninggalan sejarah dari agama budha bertempat di yogyakarta candi borobudur sering dikunjungi oleh wisatawan ,23.0,15.0,25.0,21.0
siswa_22 ,Candi Borobudur adalah salah satu keajaiban yang pernah masuk ke dalam sejarah. Candi ini terletak di Magelang Provinsi Jawa Tengah ,35.0,30.0,25.0,30.0
siswa_23 ,terletak di jawa tengah ,19.0,15.0,25.0,19.666666666666668
siswa_24 ,sebagai arsitektur penting dari candi borobudur ,12.0,5.0,10.0,9.0
siswa_25 ,candi yang berada pada yogyakarta ,19.0,10.0,10.0,13.0
siswa_26 ,prambanan ,0.0,0.0,0.0,1.0
siswa_31 ,cagar yang berisi 1000 candi kopi ,5.0,0.0,0.0,1.6666666666666667
siswa_28 ,"Borobudur adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia. Lokasi candi adalah kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta. Candi berbentuk stupa ini didirikan oleh para penganut agama Buddha Mahayana sekitar tahun 800-an Masehi pada masa pemerintahan wangsa Syailendra. Borobudur adalah candi atau kuil Buddha terbesar di dunia,[1][2] sekaligus salah satu monumen Buddha terbesar di dunia.[3] Monumen ini terdiri atas enam teras berbentuk bujur sangkar yang diatasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca Buddha.[4] Borobudur memiliki koleksi relief Buddha terlengkap dan terbanyak di dunia.[3] Stupa utama terbesar teletak di tengah sekaligus memahkotai bangunan ini, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang di dalamnya terdapat arca buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra (sikap tangan) Dharmachakra mudra (memutar roda dharma). ",50.0,70.0,75.0,65.0
siswa_33 ,"Candi Borobudur adalah candi Budha yang terletak di Borobudur, magelang, Jawa Tengah. Candi ini berbentuk stupa didirikan oleh penganut agama budha mahayana setikar 800-an masehi. Borobudur merupakan candi atau kuil terbesar didunia ",35.0,30.0,25.0,30.0
siswa_34 ,"merupakan candi yang terletak di Jawa Tengah, Kabupaten Magelang. Candi Borobudur adalah candi agama Budha. ",30.0,30.0,25.0,28.333333333333332
