Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_2 ,- memberi tenaga - menjaga metabolisme - membuat kenyang - sumber vitamin,5.0,5.0,25.0,11.666666666666666
siswa_3 ,sebagai sumber protein sebagai sumber lemak sebagai bahan makanan sumber vitamin ,5.0,10.0,25.0,13.333333333333334
siswa_4 ,1. Sumber makanan. 2. Sumber energi. 3. Sumber protein. 4. Sumber lemak. ,10.0,20.0,25.0,18.333333333333332
siswa_6 ,"sumber protein yang digunakan oleh tubuh, untuk sumber karbohidrat karena di putih telur sebagai sumber karbohodrat, untuk mnghindari penyakit lapar, sebagai kekuatan agar tubuh berkembang ",8.0,15.0,10.0,11.0
siswa_7 ,Telur mengandung banyak protein yang berfungsi sebagai nutrisi hewani bagi kesehatan. Telur juga mengandung Vitamin E yang bermanfaat sebagai kesehatan kulit. Telur mengandung lemak yang bermanfaat sebagai penambah enegeri dalam tubuh. Putih telur digunakan sebagai masker wajah yang bermanfaat untuk memutihkan kulit wajah dan menghilangkan komedo ,40.0,50.0,50.0,46.666666666666664
siswa_8 ,"telur mengandung nutrisi penting bagi kesehatan tubuh nutrisi-nutrisi tersebut kaya tinggi protein kuning telur mengandung lemak kuning telur mengandung 1,33gram kolestelor per 100gram ",20.0,25.0,25.0,23.333333333333332
siswa_9 ,"kuning telur mengandung banyak vitamin,telur mengandung nutrisi,kuning telur mengandung 1,33gram ",10.0,8.0,10.0,9.333333333333334
siswa_10 ,"memiliki kandungan protein untuk proses pertumbuhan, dapat memperlancar proses pencernaan, menambah energi, untuk kesehatan tulang ",8.0,25.0,10.0,14.333333333333334
siswa_11 ,"manfaat telur sebagai kandungan protein, putih telur dapat menghilangkan komedo di wajah, mengurangi kerutan, mengenyangkan. ",30.0,40.0,40.0,36.666666666666664
siswa_12 ,sumber protein putih telur sebagai sumber kalsium yang baik untuk tulang kuning telur sebagai penambah darah baik bagi kulit ,25.0,20.0,25.0,23.333333333333332
siswa_13 ,"sumber pelengap kebutuhan gizi, meningkatkan fungsi otak, meningkatkan HDL, kesehatan jatung dan kardiovaskular ",5.0,10.0,10.0,8.333333333333334
siswa_14 ,"Sumber protein, menghilangkan sakit pada tubuh, mencerdaskan otak ",5.0,10.0,10.0,8.333333333333334
siswa_16 ,1) Sebagai protein untuk tubuh 2) Bisa sebagai kalsium untuk tubuh 3) sebagai sumber vitamin 4) kuning telurnya sangat bagus untuk tubuh ,20.0,20.0,25.0,21.666666666666668
siswa_17 ,vitamin ,0.0,0.0,0.0,1.0
