Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,"Hardware yaitu perangkat keras komputer. contohnya mouse, monitor, cpu, keyboard dan speaker. ",50.0,40.0,50.0,46.666666666666664
siswa_2 ,"Hardware adalah perangkat keras, contohnya CPU, Monitor, Keyboard ",45.0,35.0,50.0,43.333333333333336
siswa_3 ,"perangkat keras komputer. mouse,keyboard,hardisk,flashdisk,monitor ",48.0,35.0,50.0,44.333333333333336
siswa_4 ,Hardware adalah tampat atau perangkat keras yang mendukung kinerja dari perangkat lunak. 1. Monitor. 2. Keyboard. 3. Mouse. 4. Speaker. 5. CPU. ,45.0,40.0,50.0,45.0
siswa_6 ,perangkat keras ,20.0,10.0,25.0,18.333333333333332
siswa_7 ,"Hardware adalah perangkat keras pada komputer yang dapat digunakan untuk membantu penggunanya.contohnya keyboard, mouse, joystik, headset, scanner. ",42.0,50.0,50.0,47.333333333333336
siswa_8 ,"hardwar artinya adalah perangkat keras. contohnya Power supply, CPU, hard disk, Video adaptor, dan Sound card ",40.0,35.0,50.0,41.666666666666664
siswa_9 ,"Hardware (Perangkat Keras) : Suatu komponen yang ada pada komputer, bisa dilihat secara kasat mata dan mampu disentuh secara fisik. Sementara itu, contoh dari hardware itu sendiri yakni : 1. Perangkat Input (Masukan) : Perangkat keras yang digunakan untuk memasukkan (input) dari pengguna yang akan diproses oleh komputer. Contohnya seperti : Mouse, keyboard, joystick, touchpad, light pen, barcode, scanner, microphone, dan lain-lain. 2. Perangkat Proses : Perangkat keras yang berguna untuk memproses masukan yang telah diberikan oleh pengguna. Contohnya Processor. 3. Perangkat Output (Keluaran) : Perangkat keras yang digunakan untuk menampilkan hasil yang telah diolah oleh komputer dan selanjutnya diberikan kepada pengguna. Contohnya seperti : Speaker, monitor, printer, proyektor, plotter dan sebagainya. ",68.0,75.0,75.0,72.66666666666667
siswa_10 ,"hardware= perangkat keras komputer, semua yg bisa kita sentuh dan bisa kita lihat bentuk nyatanya dalam komputer. contoh monitor, mouse, keyboard, motherboard, vga, ram, processor, dll ",70.0,85.0,75.0,76.66666666666667
siswa_11 ,"Hardware adalah perangkat keras pada komputer yang dapat digunakan untuk membantu penggunanya. contoh: keyboard, mouse, joystik, heatset, monitor ",40.0,65.0,50.0,51.666666666666664
siswa_12 ,"engertian Hardware atau Perangkat Keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik. contoh Monitor, CPU, Speaker, Keyboard, Mouse, Printer, Scanner ",77.0,80.0,75.0,77.33333333333333
siswa_16 ,"Hardware adalah Perangkat keras contohnya cpu,PC,mouse,keyboard,printer ",45.0,50.0,50.0,48.333333333333336
siswa_17 ,"hardware adalah sebuah perangkat keras komputer, contohnya mouse, keyboard, monitor, harddisk external, flasdisk dll ",40.0,50.0,50.0,46.666666666666664
siswa_18 ,"hardware adalah perangkat keras yang terdapat pada perangkat komputer. contoh 1. Keyboard , 2. Mouse, 3. Speaker, 4. Webcam, 5. Controller ",50.0,50.0,50.0,50.0
siswa_19 ,"perangkat keras yang berwujud , komputer,laptop, monitor , proyektor ",30.0,40.0,50.0,40.0
siswa_20 ,"hardware adalah perangkat keras yang bisa dilihat oleh mata, yang bisa membantu kinerja komputer contohnya : monitor, keyboard, mouse, printer, speaker ",55.0,60.0,50.0,55.0
siswa_22 ,"-Salah satu komponen dari sebuah komputer yang sifat alat nya bisa dilihat dan diraba secara langsung atau yang berbentuk nyata, yang berfungsi untuk mendukung proses komputerisasi. -Contohnya: -Monitor -CPU -Mouse -Keyboard -Printer ",54.0,60.0,50.0,54.666666666666664
siswa_24 ,"pemroses atau CPU sebagai unit pengolahan, memori ram tempat menyimpan data sementara, hard drive media menyimpanan data semi permanen, perangkat masukan data untuk proses oleh CPU, perangkat keluaran yang menampilkan hasil keluaran proses CPU ",7.0,15.0,10.0,10.666666666666666
siswa_25 ,hardware adalah perangkat keras komputer -mouse -speaker -printer -keyboard -cpu ,45.0,50.0,50.0,48.333333333333336
siswa_26 ,hardware merupakan perangkat keras ,30.0,20.0,25.0,25.0
siswa_27 ,"hardware adalah perangkat keras adalah salah satu komponen dari sebuah komputer yang sifat alat nya bisa dilihat dan diraba secara langsung atau yang berbentuk nyata, yang berfungsi untuk mendukung proses komputerisasi. ",40.0,55.0,50.0,48.333333333333336
siswa_33 ,Hardware adalah perangkat keras dalam komputer - mouse - monitor - cpu - keyboard - Printer ,55.0,60.0,50.0,55.0
siswa_34 ,Hardware atau perangkat keras adalah komponen pada komputer yang dapat dilihat atau disentuh secara fisik. Contoh hardware adalah: -printer -hard disk -monitor -cpu -keyboard -mouse -joystick -processor -speaker -usb ,60.0,70.0,75.0,68.33333333333333
siswa_35 ,"Hardware merupakan perangkat keras komputer yang berfungsi sebagai alat untuk mengerjakan perkerjaan yang berkaitan dengan komputer, biasanya hardware digunakan sebagai input maupun output data. Contoh dari hardware yakni, -Keyboard, -Monitor, -CPU, -Mouse, -Motherboard, -Printer, -Mouse dan lain lain. ",40.0,75.0,75.0,63.333333333333336
siswa_36 ,hardware adalah perangkat keras pada komputer dan salah satu komponen dari sebuah komputer yang sifatnya bisa di lihat dalam bentuk nyata ,50.0,50.0,50.0,50.0
siswa_37 ,"hardware adalah perangkat keras. contoh : mouse, keyboard, headset, speaker, laptop, printer. ",55.0,55.0,50.0,53.333333333333336
siswa_38 ,"Hardware adalah perangkat keras, contoh Monitor, Keyboar, Mouse, Printer, Scanner, Stop kontak, Proyektor, Baterai, Joystick, Microkontroller, Minimum System, Hardisk, CD-ROM, DVD-ROM, Prosessor, RAM, ROM, LAN Card, Sound Card, TV Cable. ",43.0,65.0,50.0,52.666666666666664
siswa_39 ,"hardware adalah sebuah perangkat keras yang berhubungan dengan komputer, atau peralatan elektronik lainnya. -contoh hardware (harddisk, mouse, keyboard, prosesor, fan) ",40.0,60.0,50.0,50.0
siswa_40 ,"-Perangakat Keras Contoh : Prosesor, Hardisk,Matherboard",35.0,30.0,25.0,30.0
