Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,"LCD (Liquid Cristal Display), CPU (Central Processing Unit), GPS (Global Positioning System) ",92.0,100.0,90.0,94.0
siswa_2 ,"liquid crystal display, central processing unit, global position system ",60.0,95.0,90.0,81.66666666666667
siswa_3 ,"liquid crystal display, central prosesor unit, global position system ",60.0,95.0,90.0,81.66666666666667
siswa_4 ,LCD = Liquid Crystal Display. CPU = Control Processing Unit. GPS = Global Positioning System. ,92.0,100.0,90.0,94.0
siswa_6 ,LCD = liquid crystal display CPU=Central personal unit ,68.0,65.0,75.0,69.33333333333333
siswa_7 ,"Liquid Crystal Display, Central Processing Unit, Global Positioning System. ",76.0,95.0,90.0,87.0
siswa_8 ,"Liquid Crystal Display, Central Processing Unit, Global Positioning System ",76.0,95.0,90.0,87.0
siswa_9 ,LCD = liquid crystal display CPU = central processing unit GPS = Global Positioning System ,100.0,100.0,100.0,100.0
siswa_10 ,CPU -Central Processing Unit LCD - Liquid Crystal Display GPS -Global Positioning System ,100.0,100.0,100.0,100.0
siswa_11 ,LCD Liquid Crystal Display Central Processing Unit GPS Global Positioning System ,92.0,95.0,90.0,92.33333333333333
siswa_12 ,"kepanjangan LCD adalah Liquid Crystal Display, kepanjangan CPU adalah Central Processing Unit, kepanjangan GPS adalah Global Positioning System ",76.0,100.0,90.0,88.66666666666667
siswa_16 ,"liquid-crystal display,pronounced as separate letters,The Global Positioning System ",52.0,65.0,50.0,55.666666666666664
siswa_17 ,"liquid crystal display, central processor unit, global positioning system. ",76.0,80.0,75.0,77.0
siswa_18 ,LCD : Liquid Crystal Display CPU : Central Processing Unit GPS : Global Positioning System ,100.0,100.0,100.0,100.0
siswa_19 ,"LCD lead cristal display , CPU central processor unit ",46.0,35.0,50.0,43.666666666666664
siswa_20 ,"LCD = Liquid Cristal Display, CPU = Central Processing Unit, GPS = Global Place System ",84.0,75.0,75.0,78.0
siswa_22 ,"-LCD,yaitu Liquid Crystal Display -CPU,yaitu Central Processing Unit -GPS yaitu Global Positioning System",100.0,100.0,100.0,100.0
siswa_24 ,"liquid crystal display, central processing unit, global positioning system ",84.0,95.0,90.0,89.66666666666667
siswa_25 ,- LCD (Liquid Crystal Display) - CPU (centrak process Unit) -GPS (Global Positioning System),84.0,75.0,75.0,78.0
siswa_26 ,liquid central display ,24.0,20.0,25.0,23.0
siswa_27 ,LCD: Liquid Crystal Display. CPU: Central Personal Unit. GPS: Global Positioning System. ,92.0,80.0,90.0,87.33333333333333
siswa_33 ,LCD (Liquid Crystal Display) CPU (Central Processing Unit) GPS (Global Positioning System) ,100.0,100.0,100.0,100.0
siswa_34 ,-LCD adalah Liquid Crystal Display -CPU adalah Central Processing Unit -GPS adalah Global Positioning System,100.0,100.0,100.0,100.0
siswa_35 ,LCD adalah Liquid Crystal Disply CPU adalah Central Procesing Unit GPS adlah Global Positiioning System ,76.0,95.0,90.0,87.0
siswa_36 ,"LCD : liquid crystal dysplay, CPU : Central processing unit, GPS : global position system ",84.0,95.0,90.0,89.66666666666667
siswa_37 ,LCD : liquid crystal display. CPU : central processing unit. GPS : global position system. ,92.0,95.0,90.0,92.33333333333333
siswa_38 ,"LCD Liquid Crystal Display, CPu Central Processing Unit, GPS Graphical Position Satellite. ",76.0,75.0,75.0,75.33333333333333
siswa_39 ,-LCD Liquid Crystal display. -CPU Central Processing unit. -GPS Global Positioning system.,100.0,100.0,100.0,100.0
siswa_40 ,- LCD : Liquid Crystal Display - CPU : Central Prosesing Unit,68.0,65.0,75.0,69.33333333333333
siswa_41 ,- LCD (Liquid Cristal Display) - CPU (Central Processing Unit) - GPS (Global Positioning System),92.0,100.0,90.0,94.0
siswa_42 ,GPS = Global Positioning System ,36.0,35.0,25.0,32.0
siswa_43 ,"LCD (Limited Crystal Diode), CPU(Central Processing Unit), GPS(Global ) ",45.0,40.0,50.0,45.0
siswa_44 ,"GPU atau sering juga disebut VGA adalah saalah satu hardware pendukung bagi para desainer dan gamer yang memang kebutuhan grafisnya lebih berat daripada VGA Onboard yang sudah ada dari Mainboard. GPU kepanjangan dari Graphic Processing Unit. Singkatan GPU dan CPU memang tidak jauh berbeda, fungsi utama dari GPU itu sendiri memang di khususkan untuk mem-proses penggunaan grafik yang memang berat dan VGA Onboard tidak sanggup untuk menjalankan kebutuhan grafik tinggi tersebut, namun bukan berarti VGA Onboard sekarang tidak cukup untuk menjalakan beberapa penggunaan grafis grafik sebatas 3D biasa, CPU kepanjangannya adalah Central Processing Unit. CPU bertanggung jawab untuk melakukan semua dari perhitungan matematika yang diperlukan oleh komputer agar dapat berfungsi dengan baik. Dikarenakan komputer tidak dapat berfungsi tanpa CPU (yang mungkin juga disebut sebagai central processor atau hanya prosesor saja), tidak jarang terdengar orang merujuk ke CPU sebagai ""otak"" dari sebuah komputer, GPS atau Global Positioning System dalam pengertian sederhana adalah salah satu sistem yang akan membantu kita untuk mengetahui posisi kita berada saat ini. GPS bekerja dengan menstransmisikan sinyal dari satelit ke perangkat GPS (handphone atau Blackberry yang dilengkapi teknologi GPS misalnya). Untuk memperoleh detil posisi yang seakurat mungkin, GPS sebaiknya digunakan di ruang terbuka Penggunaan GPS di dalam ruangan, hutan ataupun di tempat yang banyak gedung-gedung tinggi, akan membuat GPS bekerja kurang akurat ",30.0,20.0,25.0,25.0
siswa_45 ,- LCD adalah Liquid Crystal Display - CPU adalah Central Processing Unit - GPS adalah Global Positioning System,100.0,100.0,100.0,100.0
siswa_46 ,-LCD (Liquid Crsytal Display) -CPU (Control Processing Unit) -GPS (Global Positioning System),92.0,100.0,90.0,94.0
siswa_47 ,- LCD Liquid Crystal Display - CPU Central Processing Unit - GPS Global Positioning System,100.0,100.0,100.0,100.0
siswa_49 ,-LCD Liquid Crystal Display -CPU Central Processing Unit -GPS Global Positioning System,100.0,100.0,100.0,100.0
siswa_50 ,LCD adalah Liquid Crystal Display CPU adalah Central Processing Unit GPS adalah Global Positioning Dustem ,92.0,90.0,90.0,90.66666666666667
siswa_51 ,lcd adalah Liquid Crystal Display cpu adalah Central Processing Unit gps adalah global positioning system ,100.0,100.0,100.0,100.0
siswa_52 ,"liquid control desktop, control prosesing unit, google prosesing satelit ",24.0,20.0,25.0,23.0
siswa_53 ,"LCD Luquid Control Desktop, CPU Control Prosessing Unit, GPS Google Procesor Satlite ",48.0,20.0,25.0,31.0
siswa_54 ,"LCD adalah Liquied Control Desktop, CPU adalah Control Processor Unit, GPS adalah Google Proyektor Satelit. ",40.0,20.0,25.0,28.333333333333332
siswa_55 ,LCD adalah liquied control dekstop Cpu adalah Control Processing Unit GPS adalah Genji Perfect Seiha ,48.0,25.0,25.0,32.666666666666664
siswa_56 ,LCD = liquid crystal display CPU = central processing unit GPS = Global Positioning System ,100.0,100.0,100.0,100.0
siswa_57 ,LCD : liquit Crystal display CPU : Central Processing Unit GPS : global positioning system ,100.0,100.0,100.0,100.0
siswa_58 ,"liquid crystal display , central processing unit , global positioning system ",76.0,95.0,90.0,87.0
siswa_59 ,LCD : liquid crystal display. CPU : central processing unit. GPS : Global positioning system ,100.0,100.0,100.0,100.0
siswa_60 ,- LCD = Liquid Crystal Display - CPU = Central Processing Unit - GPS = Global Positioning System,100.0,100.0,100.0,100.0
siswa_61 ,LCD adalah liquid crystal display CPU adalah Central Processing Unit GPS adalah Global Posessing Unit ,92.0,75.0,90.0,85.66666666666667
siswa_62 ,"CPU (Central Processing Unit), LCD: Liquid CRYSTAL Display, GPS = Global Positioning System ",100.0,100.0,100.0,100.0
siswa_63 ,haha ,0.0,0.0,0.0,1.0
siswa_64 ,-LCD adalah licuid Display -CPU adalah centar Processing Unit -GPS adalah Global position System,68.0,40.0,50.0,52.666666666666664
siswa_65,"kelanjutan LCD ialah Liquid Crystal Display, kepanjangan CPU adalah Central Processing Unit, kepanjangan GPS adalah Global Positioning System",76.0,100.0,90.0,88.66666666666667
siswa_66,"kelanjutan LCD adalah Liquid Crystal Display, kepanjangan CPU adalah Central Processing Unit, kepanjangan GPS adalah Global Positioning System",76.0,100.0,90.0,88.66666666666667
siswa_67,"kepanjangan LCD ialah Liquid Crystal Display, kepanjangan CPU adalah Central Processing Unit, kepanjangan GPS adalah Global Positioning System",76.0,100.0,90.0,88.66666666666667
siswa_68,"liquid-crystal display,pronounced aksis separate letters,The Global Positioning System",52.0,65.0,50.0,55.666666666666664
siswa_69,-LCD ialah Liquid Crystal Display -CPU adalah Central Processing Unit -GPS adalah Global Positioning System,100.0,100.0,100.0,100.0
siswa_70,LCD ialah Liquid Crystal Disply CPU adalah Central Procesing Unit GPS adlah Global Positiioning System,76.0,95.0,90.0,87.0
