Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,"Komputer adalah serangkaian ataupun sekelompok mesin elektronik yang terdiri dari ribuan bahkan jutaan komponen yang dapat saling bekerja sama, serta membentuk sebuah sistem kerja yang rapi dan teliti. Sistem ini kemudian dapat digunakan untuk melaksanakan serangkaian pekerjaan secara otomatis, berdasar urutan instruksi ataupun program yang diberikan kepadanya. ",60.0,95.0,75.0,76.66666666666667
siswa_2 ,komputer adalah mesin penghitung ,10.0,15.0,10.0,11.666666666666666
siswa_3 ,mesin yang membantu manusia untuk menjalankan segara pekerjaan ,30.0,20.0,25.0,25.0
siswa_4 ,"Komputer adalah alat komputasi yang diciptakan untuk menghitung tambah, kurang, kali, bagi. ",12.0,10.0,10.0,10.666666666666666
siswa_6 ,alat untuk memudahkan masnusia ,14.0,10.0,10.0,11.333333333333334
siswa_7 ,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. Asal mulanya, pengolahan informasi hampir eksklusif berhubungan dengan masalah aritmetika, tetapi komputer modern dipakai untuk banyak tugas yang tidak berhubungan dengan matematika. ",20.0,30.0,25.0,25.0
siswa_8 ,komputer merupakan alat untuk mengolah data. melakukan perhitungan aritmatika dan melakukan segala pekerjaan yang dapat memudahkan manusia ,40.0,40.0,50.0,43.333333333333336
siswa_9 ,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",28.0,35.0,25.0,29.333333333333332
siswa_10 ,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",28.0,35.0,25.0,29.333333333333332
siswa_11 ,"Komputer adalah serangkaian ataupun sekelompok mesin elektronik yang terdiri dari ribuan bahkan jutaan komponen yang dapat saling bekerja sama, serta membentuk sebuah sistem kerja yang rapi dan teliti. Sistem ini kemudian dapat digunakan untuk melaksanakan serangkaian pekerjaan secara otomatis, berdasar urutan instruksi ataupun program yang diberikan kepadanya. ",60.0,70.0,50.0,60.0
siswa_12 ,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata komputer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri ",28.0,40.0,50.0,39.333333333333336
siswa_16 ,alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan ,30.0,20.0,25.0,25.0
siswa_17 ,komputer adalah barang elektronik pintar yang semakin tahun dikembangkan dengan menambahkan banyak fitur dan komponen tambahan yang kemudian disatu padukan menjadi bentuk. ,18.0,15.0,25.0,19.333333333333332
siswa_18 ,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",28.0,40.0,25.0,31.0
siswa_19 ,alat bantu untuk mempermudah pekerjaan manusia ,33.0,25.0,25.0,27.666666666666668
siswa_20 ,komputer adalah alat untuk mempermudah manusia dalam melakukan aktivitas shari hari ,30.0,30.0,25.0,28.333333333333332
siswa_22 ,Komputer adalah sebuah perangkat yang saat ini digunakan untuk berbagai keperluan. Fungsi komputer sendiri banyak namun pada dasarnya komputer digunakan sebagai alat berhitung dan mengolah informasi. Komputer bisa menerima inputan dari perangkat inputan seperti keyboard dan mouse kemudian mengeluarkan hasil melalui perangkat output seperti printer dan juga monitor ,20.0,40.0,25.0,28.333333333333332
siswa_24 ,serangkaian atau sekelompok mesin elektronik yang terdiri dari ratusan komponen yang saling bekerja sama ,35.0,35.0,25.0,31.666666666666668
siswa_25 ,"Komputer adalah serangkaian ataupun sekelompok mesin elektronik yang terdiri dari ribuan bahkan jutaan komponen yang dapat saling bekerja sama, serta membentuk sebuah sistem kerja yang rapi dan teliti. Sistem ini kemudian dapat digunakan untuk melaksanakan serangkaian pekerjaan secara otomatis, berdasar urutan instruksi ataupun program yang diberikan kepadanya. ",60.0,70.0,50.0,60.0
siswa_26 ,alat yang membantu manusia untuk mengerjakan pekerjaan ,30.0,20.0,25.0,25.0
siswa_27 ,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",30.0,35.0,25.0,30.0
siswa_33 ,Apa yang dimaksud dengan komputer? (Jawab dalam 1-3 kalimat) ,8.0,0.0,10.0,6.0
siswa_34 ,"Komputer adalah alat yang dapat digunakan untuk mengolah suatu data menurut prosedur yang telah dirumuskan dalam komputer itu sendiri. komputer juga dapat digunakan untuk membantu perhitungan aritmetika, serta untuk pengolahan suatu informasi. ",35.0,35.0,25.0,31.666666666666668
siswa_35 ,suatu mesin yang bisa mengerti saya ,4.0,2.0,10.0,5.333333333333333
siswa_36 ,komputer adalah alat pengolah data menurut prosedur yang telah di rumuskan ,30.0,20.0,25.0,25.0
siswa_37 ,"komputer adalah alat elektronik yang memiliki komputasi yang sangat tinggi dengan spesifikasi seperti menggunakan windows 10 untuk kerjaan kantor, bermain game, menonton film. ",25.0,15.0,25.0,21.666666666666668
siswa_38 ,"Komputer adalah alat bantu hitung manusia, yang sekarang sudah dikembangkan dapat membantu banyak tugas manusia. ",29.0,35.0,25.0,29.666666666666668
siswa_39 ,"alat elektronik yang dapat menghitung dan menganalisa data secara cepat dan cermat, dapat juga menjalankan aplikasi multimedia. ",17.0,20.0,25.0,20.666666666666668
siswa_40 ,alat yang dipakai untuk mengelola data ,12.0,10.0,10.0,10.666666666666666
siswa_41 ,"adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. Asal mulanya, pengolahan informasi hampir eksklusif berhubungan dengan masalah aritmetika, tetapi komputer modern dipakai untuk banyak tugas yang tidak berhubungan dengan matematika. ",28.0,40.0,50.0,39.333333333333336
siswa_42 ,"pada awal komputer adalah mesin hitung untuk memudahkan pekerjaan manusia. saat ini komputer dapat digunakan untuk hal lain seperti bermain game, bekerja, mendengarkan musik dll. ",29.0,25.0,25.0,26.333333333333332
siswa_43 ,Komputer adalah mesin hitung. komputer digunakan untuk mengolah data dengan menggunakn mesin. Komputer saat ini sudah berkembang secara pesat. ,17.0,20.0,25.0,20.666666666666668
siswa_44 ,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. Asal mulanya, pengolahan informasi hampir eksklusif berhubungan dengan masalah aritmetika, tetapi komputer modern dipakai untuk banyak tugas yang tidak berhubungan dengan matematika. ",33.0,40.0,50.0,41.0
siswa_45 ,alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan dimana komputer itu sendiri merupakan perangkat elektronik yang terdiri dari beberapa komponen yang saling bekerja sama membentuk sebuah sistem kerja yang dapat menjalankan pekerjaan secara otomatis berdasar urutan instruksi ataupun program yang diberikan kepadanya sehingga dapat menghasilkan suatu informasi berdasarkan program dan data yang ada. ,28.0,35.0,25.0,29.333333333333332
siswa_46 ,Secara umum komputer adalah sekumpulan alat elektronik dimana satu dengan yang lainnya saling bekerja sama terkoordinasi dibawah kontrol program dengan kemampuan dapat menerima data dan mengolah data. ,30.0,30.0,25.0,28.333333333333332
siswa_47 ,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",28.0,35.0,25.0,29.333333333333332
siswa_49 ,"Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. Asal mulanya, pengolahan informasi hampir eksklusif berhubungan dengan masalah aritmetika, tetapi komputer modern dipakai untuk banyak tugas yang tidak berhubungan dengan matematika. ",25.0,45.0,50.0,40.0
siswa_50 ,Komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan ,30.0,25.0,25.0,26.666666666666668
siswa_51 ,"adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",25.0,35.0,25.0,28.333333333333332
siswa_52 ,"menerima, mengolah dan memberikan informasi ",5.0,7.0,10.0,7.333333333333333
siswa_53 ,tempat menerima dan mengolah data ,5.0,3.0,10.0,6.0
siswa_54 ,"Komputer adalah sebuah alat yang digunakan untuk manipulasi data, komputer berisi hardware, software, dan brainware. ",10.0,15.0,10.0,11.666666666666666
siswa_55 ,"komputer adalah sebuah mesin yang berfungsi untuk mempermudah pekerjaan manusia yang berawal dari mesin ketik biasa, komputer menggunakan bahasa mesin. ",31.0,20.0,25.0,25.333333333333332
siswa_56 ,mesin pegolah kata ,5.0,4.0,10.0,6.333333333333333
siswa_57 ,komputer adalah sebuah hardware yg berfungsi membantu manusia untuk bekerja ,20.0,20.0,25.0,21.666666666666668
siswa_58 ,alat untuk mempermudah pekerjaan manusia. alat untuk mempersingkat waktu dalam pekerjaan ,22.0,20.0,25.0,22.333333333333332
siswa_59 ,komputer adalah alat bantu manusia yang dapat digunakan untuk mempermudah pekerjaan manusia ,30.0,20.0,25.0,25.0
siswa_60 ,"komputer adalah alat komputasi elektronik. yang mana berguna untuk meringankan pekerjaan manusia dalam proses perhitungan, pengolahan data, dan lainnya. ",25.0,23.0,25.0,24.333333333333332
siswa_61 ,"alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan. Kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika, dengan atau tanpa alat bantu, tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri. ",28.0,33.0,25.0,28.666666666666668
siswa_62 ,"Serangkaian ataupun sekelompok mesin elektronik yang terdiri dari ribuan bahkan jutaan komponen yang dapat saling bekerja sama, serta membentuk sebuah sistem kerja yang rapi dan teliti. ",30.0,27.0,25.0,27.333333333333332
siswa_63 ,komputer adalah alat yang digunakan untuk mengolah data dan angka ,12.0,10.0,10.0,10.666666666666666
siswa_64 ,alat elektronik yang terdiri dari hardware dan software untuk mejalankan atau melakukan tugas tertentu ,15.0,12.0,10.0,12.333333333333334
siswa_65,"Komputer ialah serangkaian ataupun segerombol mesin elektronik yang terdiri dari ribuan bahkan jutaan komponen yang dapat saling bekerja sama, serta membentuk sebuah sistem kerja yang rapi dan teliti. Sistem ini kemudian dapat digunakan untuk melaksanakan serangkaian pekerjaan secara otomatis, berdasar urutan instruksi ataupun program yang diberikan kepadanya.",60.0,95.0,75.0,76.66666666666667
siswa_66,"Komputer ialah serangkaian ataupun sekelompok mesin elektronik yang terdiri dari ribuan bahkan jutaan komponen yang dapat saling bekerja sama, serta membentuk sebuah sistem kerja yang rapi dan teliti. Sistem ini kemudian dapat digunakan untuk melaksanakan serangkaian pekerjaan secara otomatis, berdasar urutan instruksi ataupun program yang diberikan kepadanya.",60.0,95.0,75.0,76.66666666666667
siswa_67,"Komputer adalah serangkaian ataupun segerombol mesin elektronik yang terdiri dari ribuan bahkan jutaan komponen yang dapat saling bekerja sama, serta membentuk sebuah sistem kerja yang rapi dan teliti. Sistem ini kemudian dapat digunakan untuk melaksanakan serangkaian pekerjaan secara otomatis, berdasar urutan instruksi ataupun program yang diberikan kepadanya.",60.0,95.0,75.0,76.66666666666667
siswa_68,komputer jinjing ialah alat perkakas penghitung,10.0,15.0,10.0,11.666666666666666
siswa_69,komputer jinjing ialah mesin penghitung,10.0,15.0,10.0,11.666666666666666
siswa_70,komputer jinjing adalah alat perkakas penghitung,10.0,15.0,10.0,11.666666666666666
siswa_71,komputer jinjing adalah mesin penghitung,10.0,15.0,10.0,11.666666666666666
siswa_72,komputer ialah alat perkakas penghitung,10.0,15.0,10.0,11.666666666666666
siswa_73,komputer ialah mesin penghitung,10.0,15.0,10.0,11.666666666666666
siswa_74,komputer adalah alat perkakas penghitung,10.0,15.0,10.0,11.666666666666666
siswa_75,alat perkakas nan mendukung anak Adam akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_76,alat perkakas nan mendukung anak Adam untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_77,alat perkakas nan mendukung manusia akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_78,alat perkakas nan mendukung manusia untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_79,alat perkakas nan membantu anak Adam akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_80,alat perkakas nan membantu anak Adam untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_81,alat perkakas nan membantu manusia akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_82,alat perkakas nan membantu manusia untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_83,alat perkakas yang mendukung anak Adam akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_84,alat perkakas yang mendukung anak Adam untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_85,alat perkakas yang mendukung manusia akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_86,alat perkakas yang mendukung manusia untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_87,alat perkakas yang membantu anak Adam akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_88,alat perkakas yang membantu anak Adam untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_89,alat perkakas yang membantu manusia akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_90,alat perkakas yang membantu manusia untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_91,mesin nan mendukung anak Adam akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_92,mesin nan mendukung anak Adam untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_93,mesin nan mendukung manusia akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_94,mesin nan mendukung manusia untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_95,mesin nan membantu anak Adam akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_96,mesin nan membantu anak Adam untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_97,mesin nan membantu manusia akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_98,mesin nan membantu manusia untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_99,mesin yang mendukung anak Adam akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_100,mesin yang mendukung anak Adam untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_101,mesin yang mendukung manusia akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_102,mesin yang mendukung manusia untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_103,mesin yang membantu anak Adam akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_104,mesin yang membantu anak Adam untuk menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
siswa_105,mesin yang membantu manusia akan menjalankan segara pekerjaan,30.0,20.0,25.0,25.0
