Jawaban tanpa Punctuation,Manual 1,Manual 2,Manual 3,Rata Manual
 menyehatkan tubuh  memperkuat otototot  menjernihkan pikiran  terhindar dari berbagai penyakit  membentuk metabolisme tubuh,40.0,50.0,50.0,46.666666666666664
1 meringankan kerja jantung 2 melancarkan aliran darah 3 mencegah terjadinya obesitas 4 meningkatkan pertumbuhan tulang dan gigi 5 meningkatkan sistem imun ,15.0,20.0,25.0,20.0
refresing kesehatan otot syarafsyaraf mejadi semakit rilexspembentukan fisikkelincahan bergerak ,28.0,15.0,25.0,22.666666666666668
1 menjaga kondisi fisik tetap prima 2 menghilangkan stress 3 mengurangi lemak 4 melancarkan sistem pencernaan 5 membentuk tubuh ideal ,35.0,25.0,25.0,28.333333333333332
sehat ,9.0,0.0,10.0,6.333333333333333
membantu mengontrol berat badan meningkatkan energi manfaat olahraga dalam mencegah berbagai penyakit memelihara kekebalan tubuh membantu meningkatkan kecerdasan otak ,38.0,32.0,25.0,31.666666666666668
untuk memperlancar sistem peredaran darah memberi energi pada tubuh menghilangkan racun dalam tubuh serta melatih otot tubuh agar tetap kuat dan menghilangkan stress ,48.0,35.0,50.0,44.333333333333336
manfaat olahraga untuk kesehatan tubuh kita memang sudah lama terbukti latihan olahraga penting tidak hanya penting untuk memelihara kebugaran fisik tetapi juga kesehatan mental sekarang daftar efek positif dari olahraga akan bertambah panjang lagi dengan adanya temuan bukti baru dari daniel m landers profesor ilmu kesehatan fisik dan olahraga dari univeritas arizona cukup dengan menggerakkan tubuh selama 10 menit setiap hari kesehatan mental kita akan meningkat cepat selain itu daya pikir akan bertambah jernih dan yang menggembirakan dapat mengurangi ketegangan alias stress serta membuat perasaan menjadi riang selalu menurut landers ada lima manfaat olahraga yang dapat menyehatkan mental kita mari kita simak satu per satu ,28.0,15.0,25.0,22.666666666666668
melancarkan aliran darah meningkatkan pertumbuhan tulang dan gigi mencegah terjadinya obesitas menjaga keseimbangan tubuh menjaga fleksibilitas otot ,25.0,15.0,25.0,21.666666666666668
1 berolahraga akan meningkatkan kapasitas otak anda 2 menggerakkan tubuh membantu mencairkan stres anda 3 berolahraga akan memberikan energi 4 tidak sulit mencari waktu untuk berolahraga 5 berolahraga akan membina hubungan ,33.0,20.0,25.0,26.0
