Jawaban tanpa Punctuation,Manual 1,Manual 2,Manual 3,Rata Manual
kerajaan majapahit merupakan kerajaan agama hindu puncak kejayaan pada masa patih gajahmada ,35.0,30.0,25.0,30.0
kerajaan majapahit merupakan kerjaan bercorak hindu terbesar di indonesia pusat kekuasaannya di kediri ,38.0,40.0,50.0,42.666666666666664
kerajaan majapahit berpusat di jawa timur indonesia yang dikuasi oleh raja hayam wuruk kerajaan majapahit merupakan kerajaan hindubudha ,90.0,60.0,75.0,75.0
berpusat di jawa timur masa puncak kejayaan pada masa pemerintahan hayamwuruk dengan agama yang di anut hindu ,85.0,70.0,75.0,76.66666666666667
kerajaan di jawa timur ,18.0,10.0,10.0,12.666666666666666
majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindubuddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia2 menurut negarakertagama kekuasaannya terbentang di jawa sumatra semenanjung malaya kalimantan hingga indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan ,80.0,76.0,75.0,77.0
majapahit merupakan kerajaan yang beridiri tahun 1293  2000 masehi dan berpusat di jawa timur kerajaan ini mencapai puncak kejayaan pada masa pemerintahan hayam wuruk dan menjadi kemaharajaan yang menguasai sebagian besar wilayah nusantara ,60.0,60.0,50.0,56.666666666666664
majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas nusatara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindubuddha terakhir yang menguasai nusantara dan dianggap sebagai negara terbesar ,88.0,82.0,90.0,86.66666666666667
majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindubuddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia menurut negarakertagama kekuasaannya terbentang di jawa sumatra semenanjung malaya kalimantan hingga indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan ,84.0,85.0,90.0,86.33333333333333
majapahit adalah sebuah kerajaan yang berpusat di jawa timur yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 ,62.0,70.0,75.0,69.0
majapahit adalah kerajaan hindu yang dibangun oleh raden patah yang menemukan buah maja yang rasanya pahit di madura masa puncak kejayaan kerajaan ini adalah pada saat pemerintahan raja hayam wuruk dan patih gajamada agama kepercayaan kerajaan ini adalah hindu ,50.0,40.0,50.0,46.666666666666664
majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindubuddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia2 menurut negarakertagama kekuasaannya terbentang di jawa sumatra semenanjung malaya kalimantan hingga indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan ,80.0,85.0,90.0,85.0
kerajaan yang memimpin hampir semua pulau di indonesia yang disebut kekuasaan maritim ,28.0,30.0,25.0,27.666666666666668
kerajaan majapahit adalah kerajaan terbesar di indonesia pada era kerajaan di indonesia ,29.0,30.0,25.0,28.0
kerajaan bertempat di jawa timur indonesia  masa puncak kejayaan pada tahun 1350 hingga 1389 dan menganut agama hindu budha ,58.0,50.0,50.0,52.666666666666664
kerajaan majapahit adalah kerajaan hindhu bertempat di jawa ,35.0,25.0,25.0,28.333333333333332
kerajaan majapahit adalah sebuah kerajaan hindu terbesar yang pernah ada di indonesia kerajaan ini adalah sebuah kerajaan yang berpusat di daerah mojokerto lebih tepatnya di daerah trowulan kerajaan ini adalah salah satu kerajaan hindu dan mengalami masa kejayaan pada era hayam wuruk karena seluruh wilayah indonesia dikuasai oleh majapahit selain memiliki raja yang besar majapahit juga memiliki salah satu mahapatih terkenal yaitugajahmada yang terkenal dengan sumpah palapa ,85.0,80.0,90.0,85.0
kerajaan yang berpusan di jawa timur yang pernah berdiri pada tahub 1293 hingga 1500 m ,28.0,30.0,25.0,27.666666666666668
majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaan menjadi kemaharajaaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 ,53.0,50.0,50.0,51.0
kerajaan di pulau jawa ,10.0,10.0,10.0,10.0
majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindubuddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia2 menurut negarakertagama kekuasaannya terbentang di jawa sumatra semenanjung malaya kalimantan hingga indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan sebelum berdirinya majapahit singhasari telah menjadi kerajaan paling kuat di jawa hal ini menjadi perhatian kubilai khan penguasa dinasti yuan di tiongkok ia mengirim utusan yang bernama meng chi14 ke singhasari yang menuntut upeti kertanagara penguasa kerajaan singhasari yang terakhir menolak untuk membayar upeti dan mempermalukan utusan tersebut dengan merusak wajahnya dan memotong telinganya1415 kubilai khan marah dan lalu memberangkatkan ekspedisi besar ke jawa tahun 1293 ketika itu jayakatwang adipati kediri sudah menggulingkan dan membunuh kertanegara atas saran aria wiraraja jayakatwang memberikan pengampunan kepada raden wijaya menantu kertanegara yang datang menyerahkan diri kemudian wiraraja mengirim utusan ke daha yang membawa surat berisi pernyataan raden wijaya menyerah dan ingin mengabdi kepada jayakatwang16 jawaban dari surat di atas disambut dengan senang hati16 raden wijaya kemudian diberi hutan tarik ia membuka hutan itu dan membangun desa baru desa itu dinamai majapahit yang namanya diambil dari buah maja dan rasa pahit dari buah tersebut ketika pasukan mongol tiba wijaya bersekutu dengan pasukan mongol untuk bertempur melawan jayakatwang setelah berhasil menjatuhkan jayakatwang raden wijaya berbalik menyerang sekutu mongolnya sehingga memaksa mereka menarik pulang kembali pasukannya secara kalangkabut karena mereka berada di negeri asing1718 saat itu juga merupakan kesempatan terakhir mereka untuk menangkap angin muson agar dapat pulang atau mereka terpaksa harus menunggu enam bulan lagi di pulau yang asing tanggal pasti yang digunakan sebagai tanggal kelahiran kerajaan majapahit adalah hari penobatan raden wijaya sebagai raja yaitu tanggal 15 bulan kartika tahun 1215 saka yang bertepatan dengan tanggal 10 november 1293 ia dinobatkan dengan nama resmi kertarajasa jayawardhana kerajaan ini menghadapi masalah beberapa orang terpercaya kertarajasa termasuk ranggalawe sora dan nambi memberontak melawannya meskipun pemberontakan tersebut tidak berhasil pemberontakan ranggalawe ini didukung oleh panji mahajaya ra arya sidi ra jaran waha ra lintang ra tosan ra gelatik dan ra tati semua ini tersebut disebutkan dalam pararaton19 slamet muljana menduga bahwa mahapatih halayudha lah yang melakukan konspirasi untuk menjatuhkan semua orang tepercaya raja agar ia dapat mencapai posisi tertinggi dalam pemerintahan namun setelah kematian pemberontak terakhir kuti halayudha ditangkap dan dipenjara dan lalu dihukum mati18 wijaya meninggal dunia pada tahun 1309 putra dan penerus wijaya adalah jayanegara pararaton menyebutnya kala gemet yang berarti penjahat lemah kirakira pada suatu waktu dalam kurun pemerintahan jayanegara seorang pendeta italia odorico da pordenone mengunjungi keraton majapahit di jawa pada tahun 1328 jayanegara dibunuh oleh tabibnya tanca ibu tirinya yaitu gayatri rajapatni seharusnya menggantikannya akan tetapi rajapatni memilih mengundurkan diri dari istana dan menjadi bhiksuni rajapatni menunjuk anak perempuannya tribhuwana wijayatunggadewi untuk menjadi ratu majapahit pada tahun 1336 tribhuwana menunjuk gajah mada sebagai mahapatih pada saat pelantikannya gajah mada mengucapkan sumpah palapa yang menunjukkan rencananya untuk melebarkan kekuasaan majapahit dan membangun sebuah kemaharajaan selama kekuasaan tribhuwana kerajaan majapahit berkembang menjadi lebih besar dan terkenal di kepulauan nusantara tribhuwana berkuasa di majapahit sampai kematian ibunya pada tahun 1350 ia diteruskan oleh putranya hayam wuruk ,82.0,89.0,90.0,87.0
