Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,"Airnya bersih, Airnya tidak mengandung karporit, kedalaman sesuai dengan tinggi badan ",40.0,60.0,50.0,50.0
siswa_2 ,1. Tidak bocor 2. Sirkulasi air dan sistem filterasi baik sehingga air selalu bersih 3. Aman bagi penggunanya. ,30.0,60.0,50.0,46.666666666666664
siswa_3 ,"kebersihan,keindahan,kedalaman ",15.0,40.0,50.0,35.0
siswa_4 ,1. Air yang digunakan tidak menggandung kapur. 2. Kebersihan kolam renang. 3. Fasilitas kolam renang yang nyaman dan bersih. ,38.0,55.0,50.0,47.666666666666664
siswa_6 ,"tidak bau , bisa diminum ",5.0,5.0,10.0,6.666666666666667
siswa_7 ,"Kebersihan dari air kolam renang tersebut, Sering atau tidaknya air tersebut dikuras setidaknya seminggu dua kali, tidak tercampur kaporit. ",48.0,60.0,50.0,52.666666666666664
siswa_8 ,"pastikan tempat yang akan digunakan aman dan nyaman, terdapat beberapa fasilitas untuk berenang dengan menyenangkan, air yang digunakan bersih, ukuran kedalaman kolam renang yang sesuai ",65.0,65.0,75.0,68.33333333333333
siswa_9 ,1. Bebas dari Sampah 2. Kadar Kaporit yang Digunakan 3. Mempunyai Alat Filter 4. Mengecek Kebersihan Kamar Mandi 5. Hindari Kolam yang Ramai Pengunjung ,38.0,60.0,50.0,49.333333333333336
siswa_10 ,"-Pastikan bahwa kolam renang Umum tersebut mempunyai jaminan kualitas.Maksudnya, kolam renan Umum tersebut memiliki jadwal perawatan yang baik serta kualitas fasilitas yang begitu diperhatikan baik didalam maupun di luar kolam renang. -Pastikan bahwa kolam ranang Umum tersebut memiliki Beberapa pilihan kolam renang sehingga para pengunjung dapat memilih yang paling tepat untuk anak-anak, dewasa dan juga remaja. -Tambahan fasilitas seperti seluncur, ban,pelampung dan berbagai faslitas menyenangkan lainnya dapay menjadi pertimbangan untuk memilih kolam renang Umum tersebut Sebagai tujuan wisata libuan agar keluarga Anda dapat merasakan hiburan disana. -Restauran dan Cafetaria juga bisa menjadi salah satu faktor penentu apakah sebuah objek wisata akan dipilih dan dikunjungi banyak orang atau tidak.",38.0,50.0,50.0,46.0
siswa_11 ,1. kadar kaporit rendah 2. mempunyai alat filter 3. mengecek kebersihan kamar mandi 4. bebas sampah ,10.0,60.0,50.0,40.0
siswa_12 ,"airnya bersih, kolamnya dikuras secara periodik, tempatnya bagus dan luas, terdapat alat pengaman seperti ban dan lain lain ",38.0,60.0,50.0,49.333333333333336
siswa_16 ,"kebersihan air,luas kolam,kedalaman ",28.0,50.0,50.0,42.666666666666664
siswa_17 ,"tempat, kondisi, lingkungan, air yang bersih, kedalaman yang sesuai dll. ",34.0,60.0,50.0,48.0
siswa_18 ,1. Melihat kedalaman kolam renang. 2. Air jernih atau tidak/ bersih atau tidak 3. Keramaian ,40.0,70.0,50.0,53.333333333333336
siswa_19 ,"kedalaman kolam renang , air yang digunakan , kebersihan kolam renang , kualitas air , vasilitas kolam renang , harga tiket masuk ",58.0,58.0,50.0,55.333333333333336
siswa_20 ,-bersih -memiliki kejernihan air -fasilitas memadai -harga tiket Masuk relatif murah,33.0,58.0,50.0,47.0
siswa_22 ,-Kebersihan kolam -fasilitas penunjang -tiket Masuk,18.0,58.0,50.0,42.0
siswa_24 ,"bersih, fasilitas bagus, harga tiketmurah ",10.0,53.0,50.0,37.666666666666664
siswa_25 ,1. kebersihan airnya 2. kedalaman kolam renang 3. dasar kolan renang yang tidak berlumut ,30.0,70.0,50.0,50.0
siswa_26 ,air bersih tidak berkaporitan tidak bau ,20.0,60.0,50.0,43.333333333333336
siswa_27 ,airnya jernih. kolam tidak kotor atau dalam keadaan baik. luas. ,28.0,58.0,50.0,45.333333333333336
siswa_33 ,-Kebersihan -Nyaman -sesuakain kedalaman kolam renang dengan keahlian renang,38.0,60.0,50.0,49.333333333333336
siswa_34 ,-bersih -tidak banyak mengandung kaporit -sesuai dengan tinggi badan atau tidak terlalu dalam -memiliki sirkulasi air yang baik,26.0,80.0,50.0,52.0
siswa_35 ,"Hal yang harus diperhatikan yakni, - memperhatikan dan memilih kodisi sekitar kolam kebersihannya - memperhatikan air dari kolam renang apakah mengandung kaporit atau tidak, jangan memilih yang mengandung kaporit - memperhatikan dan memilih warna dari air kolam renang apakah jenih atau keruh ",38.0,70.0,50.0,52.666666666666664
siswa_36 ,"air kolamnya bersih, ",22.0,30.0,25.0,25.666666666666668
siswa_37 ,"air bersih, sarana memadai, kedalaman sesuai. ",33.0,60.0,50.0,47.666666666666664
siswa_38 ,"Kualitas Air, Media Kolam Renang, Suhu Air. ",20.0,40.0,50.0,36.666666666666664
siswa_39 ,"suhu air, kualitas air dan kelembapan. ",20.0,40.0,50.0,36.666666666666664
siswa_40 ,kebersihan kenyamanan lingkungan dan suasana ,18.0,40.0,50.0,36.0
siswa_41 ,- kejernihan kolamnya - tempat bilas dan ganti yang memadai - fasilitas yang baik dan memadai,10.0,55.0,50.0,38.333333333333336
siswa_42 ,- kejernihan airnya - suhu air - warna air - bau air,22.0,40.0,50.0,37.333333333333336
siswa_43 ,-warna kolam yang jerih -kolam mernang tertutup - terlihat dasar kolam,28.0,40.0,50.0,39.333333333333336
siswa_44 ,- Kebersihan kolam renang - fitur kolam renang - keamanan kolam renang - ukuran kolam renang - letak kolam renang - jenis kolam renang,70.0,58.0,50.0,59.333333333333336
siswa_45 ,- kadar kaporit - kedalaman,18.0,60.0,50.0,42.666666666666664
siswa_46 ,-air tidak keruh -tidak berlumut -sesuaikan kemampuan renang denfgan kedalaman,28.0,70.0,50.0,49.333333333333336
siswa_47 ,"- Pastikan bahwa kolam renang Umum tersebut mempunyai jaminan kualitas.Maksudnya, kolam renan Umum tersebut memiliki jadwal perawatan yang baik serta kualitas fasilitas yang begitu diperhatikan baik didalam maupun di luar kolam renang. kolam renang yang berkwalitas pastinya akan selalu menjaga kualitas air kolam agar tetap bersih dan aman bagi pengunjung, memperhatikan keadaan keramik kolam renang sehingga idak ada yang pecah dan membahayakan pengunjung, tidak licin dan sebagainya tentang jaminan kualitas dan perawatan. - Pastikan bahwa kolam ranang Umum tersebut memiliki Beberapa pilihan kolam renang sehingga para pengunjung dapat memilih yang paling tepat untuk anak-anak, dewasa dan juga remaja. - Tambahan fasilitas seperti seluncur, ban,pelampung dan berbagai faslitas menyenangkan lainnya dapay menjadi pertimbangan untuk memilih kolam renang Umum tersebut Sebagai tujuan wisata libuan agar keluarga Anda dapat merasakan hiburan disana. - Restauran dan Cafetaria juga bisa menjadi salah satu faktor penentu apakah sebuah objek wisata akan dipilih dan dikunjungi banyak orang atau tidak.",40.0,50.0,50.0,46.666666666666664
siswa_49 ,- melihat kondisi air terlebih dahulu - mengkira-kira kedalam air - memiliki kamar ganti atau kamar mandi,30.0,50.0,50.0,43.333333333333336
siswa_50 ,kadar air kebersihan kolam renang kenyamanan kolan renang jarak kolam renang ,38.0,40.0,50.0,42.666666666666664
siswa_51 ,-kadar air -kebersian kolam renang -kenyamanan kolam renang -jarak,33.0,40.0,50.0,41.0
siswa_52 ,"lihat kebersihan kolam, lihat orang sekitar mempunyai penyakit apa tidak, pilih kolam lebih dalam ",30.0,30.0,25.0,28.333333333333332
siswa_53 ,"kolam yang luas, kebersihan air dan kedalaman ",40.0,40.0,50.0,43.333333333333336
siswa_54 ,"Warna air kolam renang, bau air kolam renang, keadaan bersih kotornya kolam renang, perwatan kolam renang. ",50.0,70.0,50.0,56.666666666666664
siswa_55 ,"kedalaman kolam, kualitas air, dan keamanan kolam renang ",65.0,70.0,75.0,70.0
siswa_56 ,bersih dari kuman besar terdapat banyak fasilitas ,20.0,20.0,25.0,21.666666666666668
siswa_57 ,- tidak ada zat dan benda kotor - bebas dari sampah - mempunyai alat filter,10.0,40.0,25.0,25.0
siswa_58 ,"ada penjaga , tidak keruh , ada penanda kedalaman ",28.0,45.0,25.0,32.666666666666664
siswa_59 ,adanya penjaga kolam. adanya penunujuk kedalaman kolam. air yang diganti minimal seminggu sekali ,30.0,50.0,50.0,43.333333333333336
siswa_60 ,"kondisi air, kedalaman kolam, kelengkapan alat ",48.0,60.0,50.0,52.666666666666664
siswa_61 ,"Airnya tidak keruh dan berwarna jernih kedalaman kolam harus jelas dan ada jika untuk lomba, maka harus ada garis lintas untuk peserta ",40.0,50.0,50.0,46.666666666666664
siswa_62 ,ada air. ada kolam ,10.0,5.0,10.0,8.333333333333334
siswa_63 ,- kolam yang natural(airnya) - kolam yang selalu dirawat - tidak banyak orang,18.0,30.0,25.0,24.333333333333332
siswa_64 ,-pilih lebar yang kucup -pilih kedalaman yang cukup -pilih panjang yang cukup,20.0,30.0,25.0,25.0
siswa_65,"Airnya bersih, Airnya bukan berisi karporit, kedalaman sesuai dengan tinggi badan",40.0,60.0,50.0,50.0
siswa_66,"Airnya bersih, Airnya bukan mengandung karporit, kedalaman sesuai dengan tinggi badan",40.0,60.0,50.0,50.0
siswa_67,"Airnya bersih, Airnya tidak berisi karporit, kedalaman sesuai dengan tinggi badan",40.0,60.0,50.0,50.0
siswa_68,1. Tidak berlubang 2. Sirkulasi air dan sistem filterasi baik sehingga air selalu bersih 3. Aman bagi penggunanya.,30.0,60.0,50.0,46.666666666666664
siswa_69,1. Air nan digunakan bukan menggandung kapur. 2. Kebersihan kolam renang. 3. Fasilitas kolam renang yang nyaman dan bersih.,38.0,55.0,50.0,47.666666666666664
siswa_70,1. Air nan digunakan tidak menggandung kapur. 2. Kebersihan kolam renang. 3. Fasilitas kolam renang yang nyaman dan bersih.,38.0,55.0,50.0,47.666666666666664
siswa_71,1. Air yang digunakan bukan menggandung kapur. 2. Kebersihan kolam renang. 3. Fasilitas kolam renang yang nyaman dan bersih.,38.0,55.0,50.0,47.666666666666664
siswa_72,"bukan aroma , becus  diminum",5.0,5.0,10.0,6.666666666666667
siswa_73,"bukan aroma , bisa diminum",5.0,5.0,10.0,6.666666666666667
siswa_74,"bukan bau , becus  diminum",5.0,5.0,10.0,6.666666666666667
siswa_75,"bukan bau , bisa diminum",5.0,5.0,10.0,6.666666666666667
siswa_76,"tidak aroma , becus  diminum",5.0,5.0,10.0,6.666666666666667
siswa_77,"tidak aroma , bisa diminum",5.0,5.0,10.0,6.666666666666667
siswa_78,"tidak bau , becus  diminum",5.0,5.0,10.0,6.666666666666667
siswa_79,"Kebersihan berawal cairan bak renang tersebut, Sering atau tidaknya air tersebut dikuras setidaknya seminggu dua kali, tidak tercampur kaporit.",48.0,60.0,50.0,52.666666666666664
siswa_80,"Kebersihan berawal cairan kolam renang tersebut, Sering atau tidaknya air tersebut dikuras setidaknya seminggu dua kali, tidak tercampur kaporit.",48.0,60.0,50.0,52.666666666666664
siswa_81,"Kebersihan berawal air bak renang tersebut, Sering atau tidaknya air tersebut dikuras setidaknya seminggu dua kali, tidak tercampur kaporit.",48.0,60.0,50.0,52.666666666666664
siswa_82,"Kebersihan berawal air kolam renang tersebut, Sering atau tidaknya air tersebut dikuras setidaknya seminggu dua kali, tidak tercampur kaporit.",48.0,60.0,50.0,52.666666666666664
siswa_83,"Kebersihan dari cairan bak renang tersebut, Sering atau tidaknya air tersebut dikuras setidaknya seminggu dua kali, tidak tercampur kaporit.",48.0,60.0,50.0,52.666666666666664
siswa_84,"Kebersihan dari cairan kolam renang tersebut, Sering atau tidaknya air tersebut dikuras setidaknya seminggu dua kali, tidak tercampur kaporit.",48.0,60.0,50.0,52.666666666666664
siswa_85,"Kebersihan dari air bak renang tersebut, Sering atau tidaknya air tersebut dikuras setidaknya seminggu dua kali, tidak tercampur kaporit.",48.0,60.0,50.0,52.666666666666664
siswa_86,"pastikan ajang nan bakal digunakan aman dan nyaman, terdapat beberapa fasilitas untuk berenang dengan menyenangkan, air yang digunakan bersih, ukuran kedalaman kolam renang yang sesuai",65.0,65.0,75.0,68.33333333333333
siswa_87,"pastikan ajang nan akan digunakan aman dan nyaman, terdapat beberapa fasilitas untuk berenang dengan menyenangkan, air yang digunakan bersih, ukuran kedalaman kolam renang yang sesuai",65.0,65.0,75.0,68.33333333333333
siswa_88,"pastikan ajang yang bakal digunakan aman dan nyaman, terdapat beberapa fasilitas untuk berenang dengan menyenangkan, air yang digunakan bersih, ukuran kedalaman kolam renang yang sesuai",65.0,65.0,75.0,68.33333333333333
siswa_89,"pastikan ajang yang akan digunakan aman dan nyaman, terdapat beberapa fasilitas untuk berenang dengan menyenangkan, air yang digunakan bersih, ukuran kedalaman kolam renang yang sesuai",65.0,65.0,75.0,68.33333333333333
siswa_90,"pastikan tempat nan bakal digunakan aman dan nyaman, terdapat beberapa fasilitas untuk berenang dengan menyenangkan, air yang digunakan bersih, ukuran kedalaman kolam renang yang sesuai",65.0,65.0,75.0,68.33333333333333
siswa_91,"pastikan tempat nan akan digunakan aman dan nyaman, terdapat beberapa fasilitas untuk berenang dengan menyenangkan, air yang digunakan bersih, ukuran kedalaman kolam renang yang sesuai",65.0,65.0,75.0,68.33333333333333
siswa_92,"pastikan tempat yang bakal digunakan aman dan nyaman, terdapat beberapa fasilitas untuk berenang dengan menyenangkan, air yang digunakan bersih, ukuran kedalaman kolam renang yang sesuai",65.0,65.0,75.0,68.33333333333333
siswa_93,1. Bebas berawal Sampah 2. Kadar Kaporit yang Digunakan 3. Mempunyai Alat Filter 4. Mengecek Kebersihan Kamar Mandi 5. Hindari Kolam yang Ramai Pengunjung,38.0,60.0,50.0,49.333333333333336
siswa_94,"-Pastikan bahwa bak renang Umum tersebut mempunyai jaminan kualitas.Maksudnya, kolam renan Umum tersebut memiliki jadwal perawatan yang baik serta kualitas fasilitas yang begitu diperhatikan baik didalam maupun di luar kolam renang. -Pastikan bahwa kolam ranang Umum tersebut memiliki Beberapa pilihan kolam renang sehingga para pengunjung dapat memilih yang paling tepat untuk anak-anak, dewasa dan juga remaja. -Tambahan fasilitas seperti seluncur, ban,pelampung dan berbagai faslitas menyenangkan lainnya dapay menjadi pertimbangan untuk memilih kolam renang Umum tersebut Sebagai tujuan wisata libuan agar keluarga Anda dapat merasakan hiburan disana. -Restauran dan Cafetaria juga bisa menjadi salah satu faktor penentu apakah sebuah objek wisata akan dipilih dan dikunjungi banyak orang atau tidak.",38.0,50.0,50.0,46.0
siswa_95,1. kekuatan kaporit aib 2. mempunyai alat filter 3. mengecek kebersihan kamar mandi 4. bebas sampah,10.0,60.0,50.0,40.0
siswa_96,1. kekuatan kaporit rendah 2. mempunyai alat filter 3. mengecek kebersihan kamar mandi 4. bebas sampah,10.0,60.0,50.0,40.0
siswa_97,1. kadar kaporit aib 2. mempunyai alat filter 3. mengecek kebersihan kamar mandi 4. bebas sampah,10.0,60.0,50.0,40.0
siswa_98,"airnya bersih, kolamnya dikuras sebagai periodik, tempatnya bagus dan luas, terdapat alat pengaman seperti ban dan lain lain",38.0,60.0,50.0,49.333333333333336
siswa_99,"tempat, kondisi, lingkungan, cairan nan bersih, kedalaman yang sesuai dll.",34.0,60.0,50.0,48.0
siswa_100,"tempat, kondisi, lingkungan, cairan yang bersih, kedalaman yang sesuai dll.",34.0,60.0,50.0,48.0
siswa_101,"tempat, kondisi, lingkungan, air nan bersih, kedalaman yang sesuai dll.",34.0,60.0,50.0,48.0
siswa_102,1. Melihat daya bak renang. 2. Air jernih atau tidak/ bersih atau tidak 3. Keramaian,40.0,70.0,50.0,53.333333333333336
