Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,"Rio Heryanto merupakan seorang pebalap berkebangsaan Indonesia yang kini membalap di ajang Formula Satu bersama tim Manor Racing. Dia lahir di Solo, Jawa Tengah, 22 Januari 1993. ",60.0,70.0,75.0,68.33333333333333
siswa_2 ,"Rio Haryanto (lahir di Solo, Jawa Tengah, 22 Januari 1993; umur 23 tahun) merupakan seorang pebalap berkebangsaan Indonesia yang kini membalap di ajang Formula Satu bersama tim Manor Racing. Sebagai pebalap asal Indonesia pertama yang bisa membalap di level Seri GP2, Rio memiliki basis pendukung yang sangat besar. Rio juga adalah pembalap Indonesia pertama dalam sejarah yang bisa menjajal mobil Formula Satu. Ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil Asia di ajang Formula Satu pada masa depan. ",65.0,75.0,75.0,71.66666666666667
siswa_3 ,"lahir di solo, besar sebagai pembalap f1, ayah rio memiliki pabrik buku dengan produk kiky ",40.0,50.0,50.0,46.666666666666664
siswa_4 ,"Lahir di kota Surakarta, 22 Januari 1993. Karir membalap Formula Renalut Asia 2009, GP3 Europe Series 2010, GP3 Europe Series 2011, GP2 2012, Formula1 2016. ",20.0,30.0,25.0,25.0
siswa_6 ,pembalap F1 ,10.0,10.0,10.0,10.0
siswa_7 ,"Rio Haryanto Lahir di Solo, Jawa Tengah, 22 Januari 1993 umur 23 tahun merupakan seorang pebalap berkebangsaan Indonesia yang kini membalap di ajang Formula Satu bersama tim Manor Racing. Sebagai pebalap asal Indonesia pertama yang bisa membalap di level Seri GP2, Rio memiliki basis pendukung yang sangat besar. Rio juga adalah pembalap Indonesia pertama dalam sejarah yang bisa menjajal mobil Formula Satu.Ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil Asia di ajang Formula Satu pada masa depan. ",65.0,70.0,75.0,70.0
siswa_8 ,Rio Haryanto adalah pembalab Formula 1 atau F1 bersama tim Manor Racing. Rio merupakan pembalab pertama asal indonesia yang bisa lolos dalam ajang F1. ,50.0,50.0,50.0,50.0
siswa_9 ,"Rio Haryanto (lahir di Solo, Jawa Tengah, 22 Januari 1993; umur 23 tahun) merupakan seorang pebalap berkebangsaan Indonesia yang kini membalap di ajang Formula Satu bersama tim Manor Racing. Sebagai pebalap asal Indonesia pertama yang bisa membalap di level Seri GP2, Rio memiliki basis pendukung yang sangat besar. Rio juga adalah pembalap Indonesia pertama dalam sejarah yang bisa menjajal mobil Formula Satu. Ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil Asia di ajang Formula Satu pada masa depan. Setelah menanti keputusan panjang, pada tanggal 18 Februari 2016, Tim Manor Racing secara resmi mengumumkan Rio Haryanto menjadi pebalap kedua mereka yang akan mengikuti kejuaraan F1 musim 2016 menemani pebalap asal Jerman, Pascal Wehrlein[4] selama satu musim penuh, setelah sempat merebak rumor akan adanya ""bagi-bagi kursi"" di antara tiga pebalap yang bersaing masuk ke tim Manor. Rio membalap pertama kali di seri ini pada 2012 bersama Carlin GP2 Team. Pada tahun itu juga, Rio juga berkesempatan untuk menjajal mobil F1 milik Marussia F1 Team sebanyak 79 lap ada sebuah uji coba pebalap muda F1 di Sirkuit Silverstone, Inggris. Hasil itu membawa Rio menjadi orang Indonesia pertama yang memenuhi syarat untuk mendapatkan FIA superlisence, merupakan syarat yang wajib dimiliki calon pebalap F1. ",70.0,80.0,75.0,75.0
siswa_10 ,"Rio Haryanto (lahir di Solo, Jawa Tengah, 22 Januari 1993; umur 23 tahun) merupakan seorang pebalap berkebangsaan Indonesia yang kini membalap di ajang Formula Satu bersama tim Manor Racing. Sebagai pebalap asal Indonesia pertama yang bisa membalap di level Seri GP2, Rio memiliki basis pendukung yang sangat besar. Rio juga adalah pembalap Indonesia pertama dalam sejarah yang bisa menjajal mobil Formula Satu.Ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil Asia di ajang Formula Satu pada masa depan ",65.0,75.0,75.0,71.66666666666667
siswa_11 ,"Rio Haryanto, pembalap muda Indonesia yang bercita-cita menjuarai ajang balap F1. Setelah sejak 2011 berkompetisi di level GP2, tahun ini rencananya Rio akan menjajal di kasta tertinggi yakni kelas F1. Kabarnya Rio telah menggelontorkan uang sebesar 3 juta euro kepada Manor Racing agar bisa berlaga di kelas Formula 1. Jika Rio Haryanto bisa tampil di kelas F1 tentu menjadi kebanggan bagi masyarakat Indonesia karena baru kali ada pembalap asal Indonesia yang mampu berlaga di kelas paling bergengsi itu. Nah berikut kami berikan biodat dan profilnya selengkapnya ",50.0,50.0,50.0,50.0
siswa_12 ,Rio Haryanto adalah Pembalap F1 yang berasal dai indonesia. Rio lahir di Surakarta Indonesia. Rio merintis karir dari FTMS Global Academy Singapore. Sekarang Rio bersama dengan tim Manor Racing ,50.0,45.0,50.0,48.333333333333336
