Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,Keper adalah penjaga gawang. Defender adalah pemain bertahan. Center Back adalah dua pemaian back yang berda di tengah. Full-Back adalah mencegah lawan menyerang di sisi pertahanan dari arah kiri dan kanan. ,40.0,50.0,50.0,46.666666666666664
siswa_2 ,1. penjaga gawang. 2. bek. 3. gelandang. 4. penyerang. ,27.0,40.0,50.0,39.0
siswa_3 ,"kiper: menjaga gawang, beck:menjaga kedalaman dareah pertahanan, gelandang: membagi bola, penyerang: bagian menyerrang dan memasuki daerah pertahanan lawan. ",42.0,80.0,75.0,65.66666666666667
siswa_4 ,1. Goal Keeper. 2. Deffense. 3. Center. 4. Striker. ,30.0,40.0,50.0,40.0
siswa_6 ,hebak umak ,0.0,0.0,0.0,1.0
siswa_7 ,"Gelandang bertahan atau disebut juga tukang angkut air, memiliki fungsi menjadi pembangun serangan pertama, perusak permainan lawan, dan pemain pertama yang menghadang serangan balik, Gelendang Tengah atau disebut Pemain tengah/gelandang bertugas menjaga sektor tengah permainan, mengatur ritme permainan, dan kadang-kadang membantu juga pertahanan, baik di tengah maupun sayap, Gelandang Sayap atau yang disebut Pemain sayap bertugas untuk memberikan dukungan serangan dari sektor sayap dan bertahan sewaktu-waktu apabila timnya diserang oleh lawan. ",28.0,60.0,50.0,46.0
siswa_8 ,"penjaga gawang bertugas menghalau bola untuk masuk ke gawang, bek bertugas membantu penjaga gawang, gelandang posisinya berada diantara bek dan penyerang, penyerang bertugas mencetak gol di gawang lawan ",55.0,80.0,75.0,70.0
siswa_9 ,"Penjaga gawang Posisi penjaga gawang adalah posisi dengan kemampuan khusus . Tugas seorang penjaga gawang adalah mencegah bola masuk ke gawang. Penjaga gawang seringkali menjadi palang pintu terakhir bagi lawan sebelum memasukkan bola ke gawang. Penjaga gawang umumnya memiliki kemampuan yang mutlak dibutuhkan seperti refleks yang baik,kecepatan,postur ideal,dan lain sebagainya untuk mencegah terjadinya gol. Bek Bek tengah berfungsi menjaga sektor tengah pertahanan(dalam beberapa kasus,seperti counter attack disaat bek sayap terlambat kembali,bek tengah bisa menjaga sektor sayap). Mereka hampir setiap waktu berada di bagian belakang permainan bersama dengan penjaga gawang untuk menghindari terjadinya gol. Bek tengah yang memiliki sundulan bagus kadang-kadang maju membantu serangan saat terjadi tendangan bebas dan hampir selalu maju tendangan sudut.Bek dengan sundulan bagus tidak harus berpostur tinggi,contohnya carles puyol(spanyol) yang tingginya tidak sampai 180 cm(tinggi rata rata pemain eropa) Bek sayap Bek sayap berfungsi untuk menjaga sektor pertahanan sayap dan juga bertugas maju membantu serangan tim dari sektor sayap dengan memberikan dukungan serangan maupun melalui umpan kepada penyerang.serta berperan aktif dalam setiap pertandingan Gelandang pemain tengah atau gelandang adalah seorang pemain yang posisinya berada di antara para penyerang dan para bek. Fungsi utama mereka adalah mendapatkan dan menjaga penguasaan bola, serta memberikan bola kepada para penyerang. Namun ada juga gelandang yang tugasnya lebih bertahan, dan ada pula yang posisinya hampir seperti seorang penyerang. Penyerang Penyerang merupakan posisi yang paling dekat dengan gawang lawan. Tugas utama seorang penyerang adalah mencetak gol. Posisi penyerang adalah posisi yang membutuhkan tiga hal utama: kecepatan, teknik, dan bakat. Bila salah satu syarat di atas tidak terwujud, sulit menjadi penyerang yang andal. Penyerang juga membutuhkan naluri dan konsentrasi yang tajam. ",60.0,80.0,75.0,71.66666666666667
siswa_10 ,"Penjaga gawang adalah posisi dengan kemampuan khusus . Tugas seorang penjaga gawang adalah mencegah bola masuk ke gawang. Penjaga gawang seringkali menjadi palang pintu terakhir bagi lawan sebelum memasukkan bola ke gawang. Bek Posisi pemain belakang atau bek adalah pemain yang posisinya berada di belakang dan bertugas membantu penjaga gawang agar tidak terjadi gol Gelandang pemain tengah atau gelandang adalah seorang pemain yang posisinya berada di antara para penyerang dan para bek. Fungsi utama mereka adalah mendapatkan dan menjaga penguasaan bola, serta memberikan bola kepada para penyerang. Namun ada juga gelandang yang tugasnya lebih bertahan, dan ada pula yang posisinya hampir seperti seorang penyerang. Penyerang merupakan posisi yang paling dekat dengan gawang lawan. Tugas utama seorang penyerang adalah mencetak gol. Posisi penyerang adalah posisi yang membutuhkan tiga hal utama: kecepatan, teknik, dan bakat. Bila salah satu syarat di atas tidak terwujud, sulit menjadi penyerang yang andal. Penyerang juga membutuhkan naluri dan konsentrasi yang tajam. ",65.0,80.0,75.0,73.33333333333333
siswa_11 ,"1. Kiper / Penjega Gawang (GK) 2. Pemain Bertahan (Defenders) 3. Bek Tengah/Center-Back (CB) 4. Full-Back (LB, RB) ",30.0,40.0,50.0,40.0
siswa_12 ,kiper adalah pemain yang menjaga gawang agar tidak gol. Bek adalah pemain yang menjaga garis pertahanan. Gelandang adalah pemain yang menghubungkan antara pertahanan dan garis penyerangan. Striker adalah pemain yang melakukan penyerangan menuju gawang lawan ,55.0,80.0,75.0,70.0
siswa_16 ,"back,striker,kiper ",15.0,20.0,25.0,20.0
siswa_17 ,"kiper sebagai penjaga gawang, defender sebagai pertahan dari serangan lawan, sayap kanan-kiri sebagai pengumpan dan streker sebagai penyerang. ",40.0,55.0,50.0,48.333333333333336
siswa_18 ,1. Striker 2. Keeper 3. Defend 4. Sayap kanan dan kiri ,20.0,35.0,25.0,26.666666666666668
siswa_19 ,"kiper untuk menjaga gawang , back untuk menjaga bagian lini belakang , striker bagian penyerang , sayap untuk membantu penyerang dan bertahan ",48.0,50.0,50.0,49.333333333333336
siswa_20 ,"penyerang, penjaga gawang, pemain bertahan, pemain tengah, beck ",30.0,40.0,50.0,40.0
siswa_22 ,"-Penyerang adalah seorang pemain yang berada di paling depan di area lawan dan bertujuan untuk mencetak gol. -Gelandang adalah seorang pemain yang berada di area tengah,tugasnya adalah Memberikan bola untuk Penyerang,Membantu pertahanan dan bisa juga mencetak gol. -Bek adalah seorang pemain yang berada di garis pertahanan dan tugasnya adalah melindungi gawang agar tidak kemasukan. -Kiper adalah pemain yang menjaga gawang dan Mencegah Terjadinya gol.",60.0,85.0,75.0,73.33333333333333
siswa_24 ,"striker untuk menyerang lawan, sayap kanan mengalang serangan dari kanan lapangan, sayap kiri menghalang serangan dari kiri lapangan, kiper sebagai penjaga gawang ",45.0,60.0,50.0,51.666666666666664
siswa_25 ,- Goolkeeper adalah seorang pemain yang bertugas menjaga gawang nya dari serangan lawan - mieldfilder adalah pemain yang bertugas Sebagai pengatur serangan dan pengatur serangan dari belakang menuju kedepan - centerback adalah pemain bertahan yang bertugas mengawal para Penyerang dari tim lawan agar tidak memasukan bola ke tim kita - winger adalah pemain sayap yang bertugas melakukan serangan dari pinggir kanan dan pinggir kiri,55.0,80.0,75.0,70.0
siswa_26 ,"keras , lunak , semangat ,lemas ",0.0,0.0,0.0,1.0
siswa_27 ,gelandang adalah pemain tengah bertugas memberikan bola dari tengah ke depan. sayap kanan bertugas menguasai daerah kanan lapangan. sayap kiri bertugas menguasai daerah kiri lapangan. kiper bertugas untuk menjaga gawang. ,50.0,80.0,75.0,68.33333333333333
siswa_28 ,Pemain belakang disebut bek. Pemain tengah disebut gelandang. Pemain depan disebut penyerang. Pemain kiri atau kanan disebut sayap. ,39.0,40.0,50.0,43.0
siswa_33 ,"-Penjaga gawang seorang pemain yang berada pada barisan pertama dan memiliki empat peranan utama saving, clearing, mengarahkan pertahanan dan mendistribusikan bola. -pemain bertahan bertugas melindungi Kiper -Center Back dua Bek yang berada ditengah -Bek sayap dapat bergerak maju hingga gawang lawan",48.0,70.0,50.0,56.0
siswa_34 ,"penjaga gawang, back, gelandang, penyerang ",18.0,30.0,25.0,24.333333333333332
siswa_35 ,-striker -kipper -Gelandang tengah -Gelandang sayap -Penyerang,26.0,30.0,25.0,27.0
siswa_36 ,striker : penyerang back : pertahanan sayap kiri/ kanan : membantu penyerangan pemain tengah : membantu skema penyerangan ,22.0,60.0,50.0,44.0
siswa_37 ,"kiper sebagai penjaga gawang, back sebagai pertahanan, gelandang untuk membantu penyerangan, dan striker sebagai penyerang utama. ",38.0,70.0,50.0,52.666666666666664
siswa_38 ,"Penjaga gawang, Pemain belakang, Gelandang, Penyerang, Pemain penjaga. ",30.0,30.0,25.0,28.333333333333332
