Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,- Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,100.0,100.0,100.0,100.0
siswa_2 ,"1. awal pertandingan babak pertama, 2. awal pertandingan babak kedua, 3. sesudah gol terjadi. ",75.0,80.0,75.0,76.66666666666667
siswa_3 ,"setelah gol, pembukaan babak pertama, pembukaan babak kedua ",60.0,75.0,75.0,70.0
siswa_4 ,1. Pertama kali dimulainnya permainan babak pertama. 2. Pertama kali dimulainnya permainan babak kedua. 3. Setlah tercetaknya goal. ,55.0,50.0,50.0,51.666666666666664
siswa_6 ,offside ,0.0,0.0,0.0,1.0
siswa_7 ,Dilakukan untuk membuka babak 1 dan 2 dan babak extra time jika ada. Dan juga kick off dilakukan bila terjadi gol (pihak yang kebobolan akan melakukan kick off) ,30.0,25.0,25.0,26.666666666666668
siswa_8 ,"pemain siap, wasit siap, dan panitia pelaksana mengizinkan ",0.0,0.0,0.0,1.0
siswa_9 ,Memulai pertandingan Terjadinya gol Memulai babak kedua Memulai babak perpanjangan waktu ,100.0,100.0,100.0,100.0
siswa_10 ,Memulai pertandingan Terjadinya gol Memulai babak kedua Memulai babak perpanjangan waktu ,100.0,100.0,100.0,100.0
siswa_11 ,Kick off dapat dilakukan dalam kondisi berikut: Memulai pertandingan Terjadinya gol Memulai babak kedua Memulai babak perpanjangan waktu ,90.0,95.0,90.0,91.66666666666667
siswa_12 ,"kedua tim yang bertanding sudah lengkap, wasit yang memimpin pertandingan sudah siap, ada lapangan yang digunakan untuk bertanding ",10.0,10.0,10.0,10.0
siswa_14 ,"pertandingan baru dimulai,pertandingan memasuki babak kedua,pertandingan memasuki babak tambahan ",75.0,60.0,75.0,70.0
siswa_16 ,"Pelanggaran, ",0.0,0.0,0.0,1.0
siswa_17 ,"saat terjadi pelanggaran, saat pemain melakukan off site, dan pada saat pemain akan melakukan umpan namun musuh menyerang kakinya bukan bolanya. ",10.0,25.0,25.0,20.0
siswa_18 ,ada 17 kondisi pada kick off pada sepak bola ,0.0,0.0,0.0,1.0
siswa_19 ,"adanya keamanan , adanya wasit untuk mengatur permainan , kondisi lapangan bagus ",0.0,0.0,0.0,1.0
siswa_20 ,"pemain sudah siap, wasit sudah siap, keamanan sudah siap, panitia pelaksana sudah memperbolehkan ",0.0,0.0,0.0,1.0
siswa_22 ,-saat dimulainya babak pertama suatu pertandingan sepakbola -saat dimulainya babak kedua suatu pertandingan sepakbola -saat salah satu lawan mencetak gol ke gawang musuhnya,60.0,75.0,75.0,70.0
siswa_24 ,"pada saat kiper siap, saat wasit ke 2 siap, saat hakim garis siap ",0.0,0.0,0.0,1.0
siswa_25 ,1. pada saat kedua penjaga gawang telah siap 2. pada saat time keeper di luar lapangan telah siap 3. pada saat hakim garis telah siap melakukan tugasnya ,0.0,0.0,0.0,1.0
siswa_26 ,gak tau ,0.0,0.0,0.0,1.0
siswa_27 ,memulai pertandingan. terjadi gol. memulai babak kedua. memulai babak perpanjangan waktu. ,100.0,100.0,100.0,100.0
siswa_28 ,Memulai pertandingan Terjadinya gol Memulai babak kedua Memulai babak perpanjangan waktu ,100.0,100.0,100.0,100.0
siswa_33 ,"Kick off merupakan tendangan awal pada bola sebelum musuh merebut bola kick off dilakukan saat membuka babak 1 dan baak dua, kick off juga dilakukan saat ada extra time ",10.0,15.0,10.0,11.666666666666666
siswa_34 ,"memulai pertandinga, terjadinya gol, memulai babak kedua, memulai babak perpanjangan waktu ",90.0,95.0,90.0,91.66666666666667
siswa_35 ,"Tendangan utama, tendangan pembuka pertandingan, tendangan umpan pertama ",20.0,25.0,25.0,23.333333333333332
siswa_36 ,para pemain sudah siap dan berada pada posisi di lapangan ,0.0,0.0,0.0,1.0
siswa_37 ,"awal babak pertama, awal babak kedua, setelah dilakukannya penalti. ",40.0,35.0,50.0,41.666666666666664
siswa_38 ,"Corner, Free kick, Pinalty. ",0.0,0.0,0.0,1.0
siswa_39 ,"-biasnya wasit melakukan pengecekan pada jaring gawang, kelengkapan pemain dan status pemain kedua tim. -mengecek kondisi lapangan apakah layak untuk melakukan kickoff.",0.0,0.0,0.0,1.0
siswa_40 ,pertandingan sudah siap dan akan dimulainya pertandingan ,30.0,25.0,25.0,26.666666666666668
siswa_41 ,- perangkat pertandingan sudah dinyatakan siap. - terdapat 2 tim yang bertanding dalam 2 x 45 menit - cuaca mendukung jalannya pertandingan. ,10.0,15.0,10.0,11.666666666666666
siswa_42 ,- kedua kubu sudah siap - pelatih dan officialnya sudah siap - lapangan sudah siap dan tidak ada masalah,0.0,30.0,0.0,10.0
siswa_43 ,- Memulai babak pertama - Memulai babak kedua - apabila terjadi water break - apabila terjadi goal,70.0,75.0,75.0,73.33333333333333
siswa_44 ,KICK OFF: Tendangan yang dilakukan untuk memulai babak pertama/kedua dalam suatu pertandingan ,40.0,30.0,50.0,40.0
siswa_45 ,Kick off adalah teknik dalam memulai suatu permainan dan akan dilakukan bila terjadi hal berikut Memulai pertandingan Terjadinya sebuah gol Memulai babak yang kedua Memulai babak extra time ,70.0,80.0,75.0,75.0
siswa_46 ,-menunggu peluit -melakukan tendangan pertama -mengumpan bola ke belakang setelah peluit,20.0,20.0,25.0,21.666666666666668
siswa_47 ,Kick off dapat dilakukan dalam kondisi berikut: - Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu ,90.0,90.0,90.0,90.0
siswa_48 ,"Lapangan Sepak Bola,Peraturan Penggunaan Bola,Peraturan Jumlah Pemain Sepak Bola ",0.0,0.0,0.0,1.0
siswa_49 ,- awal permainan babak pertama - bola Masuk ke gawang - dimulainya babak kedua,50.0,55.0,50.0,51.666666666666664
siswa_50 ,lapanga yang memadai lampu yang cukup kursi penonton ,0.0,0.0,0.0,1.0
siswa_51 ,-lapangan yang memadai -lampu yang cukup -kursi penonton,0.0,0.0,0.0,1.0
siswa_52 ,"semua pemain atau team sudah siap melakukan pertandingan, tidak ada kendala di dalam stadion, wasit meniup pluit tanda kick off ",10.0,10.0,10.0,10.0
siswa_53 ,"saat pertama kali dimulai, dan babak ke 2 ",20.0,25.0,25.0,23.333333333333332
siswa_54 ,"Pemain sudah siap, kondisi stadion aman, wasit dan hakim garis sudah siap. ",0.0,0.0,0.0,1.0
siswa_55 ,"kedua tim telah siap di lapangan, tidak adanya suporter yang masuk kedalam lapangan, sistem keamanan memadai ",0.0,0.0,0.0,1.0
siswa_56 ,siap syarat -syarat terpenuhi terdapat pemain ,0.0,0.0,0.0,1.0
siswa_57 ,- bola harus di tendang ke spot musuh - fair play - ada wasit,8.0,5.0,10.0,7.666666666666667
siswa_58 ,"hands ball , fre kick , terkena kartu ",0.0,0.0,0.0,1.0
siswa_59 ,pemain yang masuk lapangan. wasit. serta perwakilan pengawas pertandingan dari asosiasi sepakbola yang ada di negara nya ,0.0,0.0,0.0,1.0
siswa_60 ,"pemain lengkap, wasit ada, perlengkapan siap ",0.0,0.0,0.0,1.0
siswa_61 ,"Peraturan Jumlah Pemain Sepak Bola harus lengkap Peraturan Dalam Memakai Aksesoris seperti jersey sepatu dll Wasit, asisten wasit dan pengamat pertandingan harus siap Seluruh pemain siap ",10.0,0.0,0.0,3.3333333333333335
siswa_62 ,"Lapangan Sepak Bola, peraturan penggunaan, jumlah pemain. ",5.0,0.0,0.0,1.6666666666666667
siswa_63 ,1. pelanggaran 2. offside 3. memperoleh kartu ,0.0,0.0,0.0,1.0
