Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,Block atau membendung merupakan suatu upaya pemain untuk menutup datangnya bola dari lawan dengan jangkauan tangan di atas net. ,45.0,50.0,50.0,48.333333333333336
siswa_2 ,Block (blocking) adalah upaya untuk membendung serangan dari lawan. Untuk dapat melakukan block secara rapi dan berhasil diperlukan latihan yang banyak dan adanya kemampuan yang keras. ,40.0,50.0,50.0,46.666666666666664
siswa_3 ,menghadang bola agar jatuh ke daerah lawan . dari lawan posisi sebagai liberto yang bagian menghadang bola ,45.0,45.0,50.0,46.666666666666664
siswa_4 ,Block adalah posisi untuk menahan serangan dari musuh dengan lompat menghalangi bola dari pukulan musuh yang mengarah pada lapangan team. Block biasanya dilakukan oleh pemain depan yang berdiri di dikat net/jaring. ,60.0,70.0,75.0,68.33333333333333
siswa_6 ,stock ,0.0,0.0,0.0,1.0
siswa_7 ,Bola voli adalah olahraga permainan yang dimainkan oleh dua grup berlawanan. Masing-masing grup memiliki enam orang pemain.Yang dimaksud dengan Block tunggal adalah membendung bola yang dilakukan oleh satu orang pemain.Block ganda adalah membendung bola yang dilakukan oleh dua orang pemain atau lebih. Hal yang harus diperhatikan dalam melakukan block ganda antara lain adalah memadukan langkah kaki dan kerjasama antar bloker dalam menentukan waktu lompatan dan arah pergerakan bola. ,50.0,60.0,75.0,61.666666666666664
siswa_8 ,"block adalah upaya untuk membendung serangan dari lawan, yaitu pemain menutup arah datangnya bola dari daerah lawan dari jangkauan tangan diatas net. ",45.0,50.0,50.0,48.333333333333336
siswa_9 ,Bola voli merupakan salah satu permainan bola yang dimainkan secara beregu enam orang dengan mengandalkan tangan untuk memukul seperti pada permainan lainnya. Salah satu blocking atau mebendung merupakan suatu upaya pemain untuk menutup arah datangnya bola dari daerah lawan dengan jangkauan tangan diatas net ,40.0,40.0,50.0,43.333333333333336
siswa_10 ,Blok ganda adalah membendung bola yang dilakukan oleh dua orang pemain atau lebih. Hal yang harus diperhatikan dalam melakukan block ganda antara lain adalah memadukan langkah kaki dan kerjasama antar bloker dalam menentukan waktu lompatan dan arah pergerakan bola ,50.0,50.0,50.0,50.0
siswa_11 ,"Pengertian blok dalam permainan bola voli adalah sebuah usaha membendung serangan lawan yang berupa smash agar tidak menghasilkan poin. Dengan daya upaya di dekat jaring untuk mencoba menahan/menghalangi bola yang datang dari daerah lawan. Sikap memblok yang benar adalah Jongkok, bersiap untuk melompat. Lompat dengan kedua tangan rapat dan lurus ke atas. Saat mendarat hendaknya langsung menyingkir dan memberi kesempatan pada kawan satu regu untuk bergantian melakukan blok. Blok ada dua macam Blok tunggal adalah membendung bola yang dilakukan oleh satu orang pemain. Blok ganda adalah membendung bola yang dilakukan oleh dua orang pemain atau lebih. Hal yang harus diperhatikan dalam melakukan block ganda antara lain adalah memadukan langkah kaki dan kerjasama antar bloker dalam menentukan waktu lompatan dan arah pergerakan bola. ",60.0,80.0,90.0,76.66666666666667
