Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_1 ,"Parkour adalah seni bergerak dan metode latihan natural yang bertujuan untuk membantu manusia bergerak dengan cepat dan eficien. Parkour mengunakan beberapa gerakan seperti berlari, memanjat, meloncat untuk melatih kemampuan manusia untuk melewati segala bentuk rintangan di berbagai situasi dan kondisi di lingkungan urban atau rural. ",40.0,43.0,50.0,44.333333333333336
siswa_2 ,"Parkour adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya, dengan efisien dan secepat-cepatnya, menggunakan prinsip kemampuan badan manusia. Itu berarti untuk menolong seseorang melintasi rintangan, yang bisa berupa apa saja di sekitar lingkungan dari cabang-cabang pohon dan batu-batuan hingga pegangan tangan dan tembok beton yang bisa dilatih di desa dan di kota. ",50.0,55.0,50.0,51.666666666666664
siswa_3 ,keindahan dan kelenturan dalam melewati rintangan. biasanya yang di pakai di gedung bertingkat ,18.0,20.0,25.0,21.0
siswa_4 ,"Parkour adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya, dengan efisien dan secepat-cepatnya, menggunakan prinsip kemampuan badan manusia. ",50.0,43.0,50.0,47.666666666666664
siswa_6 ,loncat loncat di gedung ,18.0,5.0,10.0,11.0
siswa_7 ,"Parkour atau Seni gerak adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya, dengan efisien dan secepat-cepatnya, menggunakan prinsip kemampuan badan manusia. Itu berarti untuk menolong seseorang melintasi rintangan, yang bisa berupa apa saja di sekitar lingkungan dari cabang-cabang pohon dan batu-batuan hingga pegangan tangan dan tembok beton yang bisa dilatih di desa dan di kota. ",48.0,50.0,50.0,49.333333333333336
siswa_8 ,"parkour adalah aktivitas dengan tujuan berpindah dari satu tempat ke tempat lain dengan cepat dan efisien, menggunakan prinsip kemampuan badan manusia ",50.0,43.0,50.0,47.666666666666664
siswa_9 ,"Parkour adalah seni bergerak dan metode latihan natural yang bertujuan untuk membantu manusia bergerak dengan cepat dan eficien. Parkour mengunakan beberapa gerakan seperti berlari, memanjat, meloncat untuk melatih kemampuan manusia untuk melewati segala bentuk rintangan di berbagai situasi dan kondisi di lingkungan urban atau rural. ",40.0,43.0,50.0,44.333333333333336
siswa_10 ,"Parkour kadang-kadang disingkat PK atau Seni gerak adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya, dengan efisien dan secepat-cepatnya, menggunakan prinsip kemampuan badan manusia. Itu berarti untuk menolong seseorang melintasi rintangan, yang bisa berupa apa saja di sekitar lingkungan dari cabang-cabang pohon dan batu-batuan hingga pegangan tangan dan tembok beton yang bisa dilatih di desa dan di kota. ",48.0,50.0,50.0,49.333333333333336
siswa_11 ,"Parkour Seni gerak adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya, dengan efisien dan secepat-cepatnya, menggunakan prinsip kemampuan badan manusia. Itu berarti untuk menolong seseorang melintasi rintangan, yang bisa berupa apa saja di sekitar lingkungan dari cabang-cabang pohon dan batu-batuan hingga pegangan tangan dan tembok beton yang bisa dilatih di desa dan di kota. ",48.0,50.0,50.0,49.333333333333336
siswa_12 ,"Parkour adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya, dengan efisien dan secepat-cepatnya, menggunakan prinsip kemampuan badan manusia. Itu berarti untuk menolong seseorang melintasi rintangan, yang bisa berupa apa saja di sekitar lingkungan dari cabang-cabang pohon dan batu-batuan hingga pegangan tangan dan tembok beton yang bisa dilatih di desa dan di kota. ",48.0,50.0,50.0,49.333333333333336
siswa_14 ,olahraga lompat-lompat ,20.0,10.0,25.0,18.333333333333332
siswa_16 ,Parkour adalah kegiatan locat dari dinding ke dinding ,28.0,25.0,25.0,26.0
siswa_17 ,"olahraga yang mementingkan keindahan lompat dan panjat, biasanya bekerjanya di alam liar dan gedung kosong. ",30.0,60.0,50.0,46.666666666666664
siswa_18 ,"Parkour adalah seni gerak yang dilakukan oleh seorang profesioanl, dimana seni ini melakukan teknik lari sambil melintasi berbagai rintangan ,seperti melewati gedung - gedung atau tempat tinggi ke tempat rendah ",38.0,60.0,50.0,49.333333333333336
siswa_19 ,"olahraga yang mengandalkan pergerakan tubuh dengan menggunakan tangan dan kaki , tempat biasa melakukan parkour adalah bagian-bagian gedung yang tinggi dan rendah ",40.0,60.0,50.0,50.0
siswa_20 ,"aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya, dengan efisien dan secepat-cepatnya, menggunakan prinsip kemampuan badan manusia. Itu berarti untuk menolong seseorang melintasi rintangan, yang bisa berupa apa saja di sekitar lingkungan dari cabang-cabang pohon dan batu-batuan hingga pegangan tangan dan tembok beton yang bisa dilatih di desa dan di kota. ",48.0,65.0,50.0,54.333333333333336
siswa_22 ,"Parkour mengunakan beberapa gerakan seperti berlari, memanjat, meloncat untuk melatih kemampuan manusia untuk melewati segala bentuk rintangan di berbagai situasi dan kondisi di lingkungan urban atau rural. Tempat yang biasa atau dapat melakukan parkour adalah -Taman -Gedung bertingkat ",40.0,50.0,50.0,46.666666666666664
siswa_23 ,"“Pakour adalah olahraga serba guna yang akan membantu anda bergerak, memanjat, meloncat, dan anda tidak akan terus terhalang akan tembok atau rintangan yang menghalau anda untuk maju ke depan. yang saya tahu dimana saja bisa. terkadang bisa juga di atas gedung ",30.0,40.0,50.0,40.0
siswa_24 ,aktifitas yang bertujuan untu berpindah dari satu tempat ke tempat lainnya dengan efisien ,20.0,25.0,25.0,23.333333333333332
siswa_25 ,parkour adalah sebuah kegiatan yang dibutuhkan nyali besar karena parkour adalah sebuah kegiatan yang melompati antar gedung gedung tinggi ,32.0,40.0,50.0,40.666666666666664
siswa_26 ,meloncat di atas gedung ,18.0,10.0,10.0,12.666666666666666
siswa_27 ,"kegiatan manuasia untuk berpindah dari satu tempat ke tempat yang lain secepatnya. contoh tempatnya adalah taman, rumah dll. ",28.0,30.0,25.0,27.666666666666668
siswa_33 ,Parkour (Free Running) merupakan gerakan/aktifitas yang bertujuan untuk berpindah tempat dengan efisiensi dan waktu yang secepatnya. Di taman ,20.0,30.0,25.0,25.0
siswa_34 ,"Parkour adalah seni gerak atau aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lain dengan efisian dan secepat-cepatnya menggunakan prinsip kemampuan tubuh manusia. Tempat yang dapat digunakan adalah cabang-cabang pohon, batu-batuan, hingga pegangan tangan dan tembok beton. ",40.0,45.0,50.0,45.0
siswa_35 ,"Parkour adalah seni olahraga melompat biasanya bisa dilakukan parkour di gedung - gedung, jalan, jembatan dan lain lain ",44.0,48.0,50.0,47.333333333333336
siswa_36 ,parkour adalah sebuah olahraga ekstrim yang di lakukan oleh profesional ,30.0,30.0,25.0,28.333333333333332
siswa_37 ,"parkour adalah jenis olahraga berlari dan melomp[at diantara gedung gedung tinggi yang mengandalkan kecepatan kaki dan kekuatan tangan. tempatnya biasanya diatas gedung apartemen, atap rumah, pohon pohon. ",44.0,60.0,50.0,51.333333333333336
siswa_38 ,Parkour adalah cara untuk menuju suatu tempat tujuan dengan efisien ,32.0,10.0,25.0,22.333333333333332
siswa_39 ,"-parkour adalah olahraga urban yang lumayan ekstrim. loncat antar gedung gedung beringkat atau bangunan tinggi di sebuah perkotaan.(gedung bertingkat, bangunan tinggi) ",50.0,60.0,50.0,53.333333333333336
siswa_40 ,berpindah dari tempat satu ketempat yang lainnya ,25.0,10.0,25.0,20.0
siswa_41 ,"parkour adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lain dengan efisen dan secepat -cepatnya menggunkan prinsip kemampuan bdan manusia. tempat parkour biasanya di perkampungan, taman, dll ",50.0,58.0,50.0,52.666666666666664
siswa_42 ,parkour adalah olahraga ekstrim. parkour biasa dilakukan ditempat yang tinggi dan ekstrim. ,30.0,30.0,25.0,28.333333333333332
siswa_43 ,"Parkour adalah olahraga yang mengandalkan kekuatan otot tangan, kaki dan kelenturan ",27.0,30.0,25.0,27.333333333333332
siswa_44 ,"Parkour (baca : Paar-kuur , kadang-kadang disingkat PK) atau l art du deplacement (Seni gerak) adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya, dengan efisien dan secepat-cepatnya, menggunakan prinsip kemampuan badan manusia. Itu berarti untuk menolong seseorang melintasi rintangan, yang bisa berupa apa saja di sekitar lingkungan dari cabang-cabang pohon dan batu-batuan hingga pegangan tangan dan tembok beton yang bisa dilatih di desa dan di kota. ",48.0,55.0,50.0,51.0
